"times","A_flux","inert_flux","A_concentration","AZ_concentration","A_rate","AZ_rate"
0.88,0.333267401996818,0.358136283412074,0.300883293704148,0.0176692457107443,-0.00736912645511639,-0.0427076178766051
0.881,0.332462829493536,0.357253803741933,0.30015689178851,0.0176265896491554,-0.00735136742632131,-0.0426045467246321
0.882,0.331660199052702,0.3563734985684,0.299432243428096,0.0175840365345467,-0.00733365074862435,-0.0425017238177178
0.883,0.330859505992043,0.355495362533609,0.298709344392181,0.0175415861189681,-0.00731597632835501,-0.0423991485662913
0.884,0.330060745640487,0.354619390292892,0.297988190460209,0.0174992381550584,-0.0072983440719287,-0.0422968203820456
0.885,0.329263913338138,0.353745576514744,0.297268777421767,0.017456992396044,-0.00728075388584859,-0.0421947386779366
0.886,0.328469004436245,0.352873915880791,0.296551101076564,0.0174148485957378,-0.00726320567670763,-0.0420929028681832
0.887,0.327676014297186,0.352004403085757,0.295835157234403,0.0173728065085377,-0.00724569935119107,-0.0419913123682665
0.888,0.326884938294433,0.351137032837434,0.295120941715163,0.0173308658894257,-0.00722823481607743,-0.0418899665949289
0.889,0.326095771812535,0.350271799856649,0.29440845034877,0.0172890264939664,-0.00721081197824142,-0.0417888649661741
0.89,0.325308510247086,0.349408698877231,0.293697678975177,0.0172472880783055,-0.00719343074465539,-0.0416880069012663
0.891,0.324523149004705,0.34854772464598,0.292988623444339,0.017205650399169,-0.00717609102239131,-0.0415873918207294
0.892,0.32373968350301,0.347688871922635,0.292281279616189,0.017164113213862,-0.00715879271862219,-0.0414870191463461
0.893,0.32295810917059,0.346832135479843,0.291575643360616,0.0171226762802666,-0.00714153574062432,-0.0413868883011576
0.894,0.322178421446983,0.345977510103124,0.290871710557441,0.0170813393568418,-0.00712431999577884,-0.0412869987094625
0.895,0.32140061578265,0.345124990590846,0.290169477096395,0.0170401022026214,-0.00710714539157314,-0.0411873497968159
0.896,0.320624687638949,0.344274571754185,0.289468938877091,0.0169989645772129,-0.0070900118356032,-0.041087940990029
0.897,0.319850632488114,0.343426248417102,0.288770091809008,0.0169579262407967,-0.00707291923557485,-0.0409887717171682
0.898,0.319078445813223,0.342580015416304,0.28807293181146,0.0169169869541242,-0.0070558674993047,-0.0408898414075531
0.899,0.318308123108182,0.341735867601219,0.28737745481358,0.016876146478517,-0.00703885653472291,-0.0407911494917569
0.9,0.317539659877691,0.340893799833959,0.286683656754292,0.0168354045758655,-0.00702188624987404,-0.040692695401605
