"times","pulse_10","pulse_75"
0.224,0.705145638358209,0.755089529014925
0.226,0.713885376358209,0.782603519014925
0.228,0.744312612358209,0.738904829014925
0.23,0.729098994358209,0.701032631014925
0.232,0.765676416358209,0.607808759014925
0.234,0.750462798358209,0.655391777014925
0.236,0.721654032358209,0.731136173014925
0.238,0.706440414358209,0.722720129014925
0.24,0.764057946358209,0.678697745014925
0.242,0.729098994358209,0.662513045014925
0.244,0.763734252358209,0.721425353014925
0.246,0.732012240358209,0.681934685014925
0.248,0.733954404358209,0.762858185014925
0.25,0.744312612358209,0.708801287014925
0.252,0.714856458358209,0.705564347014925
0.254,0.728127912358209,0.697795691014925
0.256,0.673423626358209,0.669310619014925
0.258,0.695758512358209,0.715275167014925
0.26,0.657562620358209,0.652478531014925
0.262,0.783479586358209,0.606837677014925
0.264,0.728451606358209,0.724338599014925
0.266,0.725538360358209,0.806556875014925
0.268,0.666302358358209,0.623346071014925
0.27,0.686047692358209,0.611693087014925
0.272,0.692197878358209,0.701680019014925
0.274,0.772797684358209,0.671900171014925
0.276,0.695758512358209,0.660570881014925
0.278,0.708706272358209,0.599716409014925
0.28,0.654649374358209,0.684524237014925
0.282,0.733307016358209,0.617519579014925
0.284,0.694463736358209,0.646652039014925
0.286,0.742694142358209,0.681610991014925
0.288,0.703203474358209,0.670281701014925
0.29,0.686047692358209,0.653125919014925
0.292,0.748844328358209,0.674813417014925
0.294,0.629724936358209,0.616548497014925
0.296,0.686695080358209,0.586768649014925
0.298,0.648175494358209,0.684200543014925
0.3,0.662094336358209,0.614606333014925
0.302,0.756612984358209,0.621080213014925
0.304,0.698995452358209,0.613311557014925
0.306,0.776034624358209,0.622374989014925
0.308,0.707411496358209,0.653449613014925
0.31,0.698024370358209,0.602305961014925
0.312,0.645909636358209,0.679021439014925
0.314,0.628753854358209,0.566699621014925
0.316,0.667920828358209,0.535948691014925
0.318,0.711943212358209,0.630791033014925
0.32,0.632961876358209,0.680639909014925
0.322,0.644614860358209,0.587416037014925
0.324,0.691226796358209,0.644062487014925
0.326,0.603829416358209,0.536596079014925
0.328,0.677955342358209,0.645033569014925
0.33,0.631990794358209,0.628525175014925
0.332,0.684752916358209,0.637912301014925
0.334,0.616453482358209,0.617843273014925
0.336,0.583113000358209,0.605219207014925
0.338,0.640083144358209,0.633704279014925
0.34,0.591529044358209,0.572849807014925
0.342,0.622603668358209,0.596155775014925
0.344,0.579228672358209,0.628525175014925
0.346,0.551067294358209,0.532711751014925
0.348,0.561749196358209,0.596479469014925
0.35,0.662418030358209,0.623346071014925
0.352,0.596060760358209,0.558283577014925
0.354,0.623898444358209,0.592595141014925
0.356,0.570165240358209,0.573173501014925
0.358,0.593794902358209,0.576086747014925
0.36,0.626487996358209,0.567994397014925
0.362,0.624222138358209,0.540804101014925
0.364,0.583113000358209,0.508111007014925
0.366,0.636846204358209,0.663484127014925
0.368,0.566604606358209,0.590976671014925
0.37,0.591529044358209,0.592595141014925
0.372,0.541680168358209,0.568641785014925
0.374,0.524848080358209,0.561844211014925
0.376,0.565309830358209,0.531740669014925
0.378,0.664683888358209,0.612016781014925
0.38,0.596384454358209,0.551486003014925
0.382,0.665978664358209,0.506816231014925
0.384,0.619043034358209,0.578676299014925
0.386,0.631019712358209,0.597774245014925
0.388,0.564338748358209,0.542746265014925
0.39,0.570165240358209,0.527208953014925
0.392,0.618719340358209,0.540156713014925
0.394,0.586349940358209,0.552780779014925
0.396,0.577933896358209,0.550191227014925
0.398,0.591205350358209,0.513290111014925
0.4,0.588292104358209,0.527856341014925
0.402,0.571136322358209,0.548249063014925
0.404,0.508663380358209,0.482215487014925
0.406,0.562072890358209,0.565404845014925
0.408,0.510605544358209,0.566699621014925
0.41,0.556570092358209,0.503902985014925
0.412,0.563691360358209,0.503579291014925
0.414,0.555599010358209,0.473799443014925
0.416,0.565309830358209,0.517174439014925
0.418,0.579228672358209,0.504874067014925
0.42,0.526790244358209,0.518792909014925
0.422,0.580847142358209,0.494515859014925
0.424,0.537795840358209,0.463441235014925
0.426,0.568223076358209,0.513290111014925
0.428,0.556570092358209,0.544688429014925
0.43,0.546211884358209,0.492897389014925
0.432,0.508663380358209,0.467001869014925
0.434,0.530674572358209,0.477360077014925
0.436,0.545240802358209,0.522029849014925
0.438,0.631019712358209,0.500018657014925
0.44,0.571460016358209,0.482862875014925
0.442,0.551714682358209,0.486747203014925
0.444,0.518050506358209,0.499694963014925
0.446,0.490536516358209,0.473475749014925
0.448,0.518697894358209,0.537567161014925
0.45,0.517079424358209,0.527532647014925
0.452,0.512871402358209,0.643415099014925
0.454,0.528085020358209,0.457938437014925
0.456,0.494744538358209,0.481244405014925
0.458,0.531645654358209,0.446932841014925
0.46,0.505102746358209,0.465059705014925
0.462,0.530027184358209,0.509082089014925
0.464,0.487299576358209,0.443372207014925
0.466,0.452016930358209,0.549867533014925
0.468,0.416410590358209,0.490631531014925
0.47,0.475970286358209,0.450493475014925
0.472,0.519992670358209,0.474446831014925
0.474,0.542327556358209,0.484157651014925
0.476,0.528732408358209,0.479302241014925
0.478,0.523553304358209,0.481244405014925
0.48,0.476617674358209,0.453406721014925
0.482,0.535529982358209,0.477036383014925
0.484,0.449103684358209,0.450817169014925
0.486,0.508987074358209,0.534330221014925
0.488,0.472733346358209,0.465383399014925
0.49,0.507368604358209,0.467649257014925
0.492,0.577933896358209,0.500018657014925
0.494,0.463669914358209,0.423303179014925
0.496,0.506073828358209,0.513613805014925
0.498,0.547182966358209,0.468620339014925
0.5,0.473057040358209,0.408413255014925
0.502,0.476293980358209,0.435927245014925
0.504,0.499923642358209,0.447256535014925
0.506,0.455901258358209,0.428805977014925
0.508,0.486975882358209,0.411650195014925
0.51,0.539090616358209,0.473152055014925
0.512,0.521287446358209,0.497752799014925
0.514,0.437450700358209,0.416181911014925
0.516,0.421589694358209,0.458262131014925
0.518,0.463669914358209,0.402910457014925
0.52,0.483415248358209,0.419095157014925
0.522,0.463022526358209,0.429453365014925
0.524,0.459461892358209,0.435279857014925
0.526,0.499599948358209,0.446609147014925
0.528,0.486652188358209,0.398378741014925
0.53,0.513842484358209,0.438193103014925
0.532,0.504455358358209,0.443048513014925
0.534,0.439392864358209,0.460851683014925
0.536,0.480178308358209,0.428158589014925
0.538,0.434537454358209,0.442077431014925
0.54,0.457196034358209,0.437545715014925
0.542,0.389867682358209,0.497752799014925
0.544,0.431300514358209,0.356945909014925
0.546,0.511900320358209,0.395465495014925
0.548,0.426768798358209,0.381222959014925
0.55,0.469172712358209,0.446932841014925
0.552,0.479530920358209,0.407442173014925
0.554,0.412526262358209,0.441753737014925
0.556,0.411555180358209,0.433013999014925
0.558,0.425474022358209,0.367951505014925
0.56,0.393428316358209,0.434308775014925
0.562,0.425150328358209,0.348206171014925
0.564,0.474999204358209,0.382194041014925
0.566,0.421266000358209,0.386078369014925
0.568,0.401196972358209,0.438840491014925
0.57,0.454930176358209,0.442077431014925
0.572,0.404433912358209,0.360182849014925
0.574,0.422560776358209,0.413916053014925
0.576,0.419000142358209,0.422979485014925
0.578,0.441982416358209,0.376367549014925
0.58,0.443600886358209,0.338171657014925
0.582,0.396341562358209,0.390286391014925
0.584,0.342932052358209,0.418447769014925
0.586,0.471114876358209,0.390933779014925
0.588,0.439392864358209,0.392552249014925
0.59,0.408641934358209,0.405823703014925
0.592,0.406052382358209,0.414887135014925
0.594,0.455901258358209,0.381222959014925
0.596,0.434537454358209,0.392875943014925
0.598,0.433890066358209,0.375072773014925
0.6,0.325452576358209,0.438840491014925
0.602,0.365266938358209,0.404528927014925
0.604,0.383070108358209,0.399997211014925
0.606,0.409613016358209,0.439811573014925
0.608,0.385659660358209,0.391257473014925
0.61,0.430976820358209,0.406471091014925
0.612,0.395694174358209,0.435279857014925
0.614,0.385659660358209,0.375072773014925
0.616,0.376272534358209,0.423950567014925
0.618,0.353937648358209,0.363419789014925
0.62,0.417705366358209,0.390610085014925
0.622,0.381451638358209,0.347235089014925
0.624,0.408318240358209,0.350472029014925
0.626,0.344550522358209,0.367951505014925
0.628,0.406376076358209,0.351443111014925
0.63,0.380156862358209,0.351443111014925
0.632,0.378538392358209,0.377662325014925
0.634,0.386307048358209,0.391581167014925
0.636,0.389543988358209,0.322958039014925
0.638,0.401520666358209,0.342379679014925
0.64,0.399902196358209,0.352737887014925
0.642,0.353290260358209,0.381546653014925
0.644,0.406376076358209,0.362125013014925
0.646,0.313152204358209,0.377986019014925
0.648,0.387925518358209,0.385430981014925
0.65,0.331602762358209,0.338495351014925
0.652,0.333868620358209,0.330403001014925
0.654,0.385659660358209,0.294796661014925
0.656,0.352319178358209,0.309686585014925
0.658,0.325128882358209,0.296738825014925
0.66,0.397312644358209,0.321986957014925
0.662,0.290817318358209,0.365361953014925
0.664,0.340666194358209,0.349824641014925
0.666,0.331926456358209,0.309039197014925
0.668,0.325776270358209,0.374101691014925
0.67,0.358145670358209,0.322310651014925
0.672,0.380804250358209,0.372159527014925
0.674,0.291141012358209,0.270519611014925
0.676,0.332897538358209,0.368598893014925
0.678,0.300204444358209,0.359859155014925
0.68,0.368827572358209,0.328460837014925
0.682,0.354908730358209,0.330403001014925
0.684,0.329336904358209,0.389962697014925
0.686,0.350700708358209,0.392875943014925
0.688,0.372388206358209,0.327813449014925
0.69,0.336458172358209,0.341408597014925
0.692,0.297614892358209,0.320044793014925
0.694,0.314123286358209,0.358888073014925
0.696,0.344226828358209,0.322958039014925
0.698,0.324805188358209,0.326194979014925
0.7,0.329013210358209,0.339142739014925
0.702,0.294054258358209,0.302565317014925
0.704,0.361382610358209,0.306125951014925
0.706,0.343579440358209,0.395465495014925
0.708,0.310238958358209,0.309686585014925
0.71,0.288227766358209,0.317778935014925
0.712,0.332250150358209,0.300299459014925
0.714,0.373359288358209,0.352414193014925
0.716,0.361058916358209,0.364067177014925
0.718,0.357174588358209,0.287675393014925
0.72,0.334516008358209,0.305154869014925
0.722,0.291464706358209,0.292207109014925
0.724,0.359116752358209,0.331697777014925
0.726,0.289198848358209,0.291559721014925
0.728,0.348758544358209,0.333316247014925
0.73,0.319949778358209,0.296091437014925
0.732,0.316712838358209,0.317778935014925
0.734,0.329984292358209,0.258219239014925
0.736,0.299880750358209,0.287675393014925
0.738,0.318007614358209,0.327489755014925
0.74,0.339695112358209,0.299652071014925
0.742,0.373035594358209,0.324576509014925
0.744,0.341313582358209,0.282496289014925
0.746,0.327071046358209,0.284762147014925
0.748,0.306030936358209,0.258219239014925
0.75,0.337429254358209,0.265340507014925
0.752,0.315094368358209,0.288646475014925
0.754,0.278516946358209,0.310657667014925
0.756,0.279164334358209,0.285409535014925
0.758,0.309591570358209,0.242358233014925
0.76,0.344226828358209,0.310333973014925
0.762,0.303765078358209,0.298680989014925
0.764,0.318655002358209,0.290264945014925
0.766,0.272690454358209,0.243653009014925
0.768,0.315741756358209,0.250450583014925
0.77,0.318007614358209,0.277964573014925
0.772,0.294701646358209,0.297062519014925
0.774,0.305383548358209,0.248832113014925
0.776,0.292112094358209,0.328137143014925
0.778,0.282724968358209,0.304183787014925
0.78,0.370122348358209,0.278288267014925
0.782,0.301175526358209,0.235236965014925
0.784,0.269129820358209,0.295120355014925
0.786,0.286932990358209,0.276993491014925
0.788,0.327071046358209,0.297062519014925
0.79,0.283048662358209,0.293178191014925
0.792,0.345197910358209,0.256277075014925
0.794,0.279811722358209,0.275698715014925
0.796,0.291141012358209,0.278611961014925
0.798,0.255858366358209,0.271814387014925
0.8,0.289846236358209,0.316484159014925
0.802,0.275603700358209,0.273109163014925
0.804,0.326423658358209,0.283143677014925
0.806,0.318978696358209,0.244947785014925
0.808,0.264274410358209,0.245918867014925
0.81,0.255534672358209,0.249155807014925
0.812,0.289522542358209,0.307744421014925
0.814,0.291141012358209,0.216139019014925
0.816,0.269453514358209,0.197364767014925
0.818,0.279164334358209,0.288970169014925
0.82,0.278516946358209,0.206428199014925
0.822,0.267835044358209,0.248184725014925
0.824,0.260066388358209,0.261779873014925
0.826,0.285638214358209,0.241063457014925
0.828,0.250355568358209,0.248184725014925
0.83,0.243557994358209,0.220347041014925
0.832,0.320273472358209,0.256924463014925
0.834,0.294054258358209,0.281848901014925
0.836,0.308944182358209,0.261779873014925
0.838,0.298585974358209,0.272785469014925
0.84,0.245500158358209,0.275375021014925
0.842,0.224460048358209,0.251745359014925
0.844,0.275280006358209,0.257895545014925
0.846,0.266863962358209,0.243976703014925
0.848,0.242586912358209,0.247861031014925
0.85,0.276251088358209,0.244947785014925
0.852,0.262655940358209,0.246889949014925
0.854,0.209893818358209,0.256924463014925
0.856,0.266540268358209,0.243005621014925
0.858,0.256182060358209,0.214520549014925
0.86,0.243881688358209,0.233942189014925
0.862,0.265569186358209,0.251745359014925
0.864,0.269777208358209,0.203191259014925
0.866,0.207627960358209,0.244947785014925
0.868,0.274956312358209,0.309686585014925
0.87,0.233523480358209,0.239121293014925
0.872,0.200182998358209,0.224878757014925
0.874,0.251650344358209,0.196717379014925
0.876,0.273337842358209,0.241063457014925
0.878,0.262332246358209,0.231352637014925
0.88,0.240321054358209,0.258866627014925
0.882,0.216044004358209,0.234913271014925
0.884,0.224136354358209,0.246889949014925
0.886,0.255858366358209,0.234265883014925
0.888,0.231905010358209,0.199954319014925
0.89,0.239997360358209,0.269224835014925
0.892,0.254887284358209,0.229410473014925
0.894,0.251974038358209,0.225849839014925
0.896,0.223165272358209,0.220994429014925
0.898,0.236436726358209,0.200925401014925
0.9,0.238702584358209,0.226497227014925
0.902,0.232552398358209,0.280230431014925
0.904,0.234494562358209,0.246566255014925
0.906,0.215396616358209,0.238150211014925
0.908,0.216691392358209,0.264693119014925
0.91,0.189501096358209,0.199954319014925
0.912,0.209246430358209,0.262427261014925
0.914,0.198888222358209,0.204809729014925
0.916,0.257476836358209,0.172116635014925
0.918,0.208922736358209,0.179885291014925
0.92,0.221870496358209,0.220347041014925
0.922,0.219280944358209,0.186359171014925
0.924,0.228020682358209,0.225526145014925
0.926,0.272043066358209,0.231028943014925
0.928,0.243881688358209,0.181503761014925
0.93,0.191766954358209,0.169850777014925
0.932,0.212807064358209,0.206428199014925
0.934,0.251974038358209,0.172116635014925
0.936,0.252621426358209,0.190567193014925
0.938,0.246471240358209,0.154960853014925
0.94,0.241939524358209,0.185064395014925
0.942,0.238055196358209,0.199306931014925
0.944,0.219928332358209,0.211283609014925
0.946,0.199859304358209,0.183769619014925
0.948,0.220252026358209,0.203514953014925
0.95,0.170403150358209,0.208694057014925
0.952,0.257476836358209,0.185064395014925
0.954,0.198888222358209,0.208046669014925
0.956,0.224136354358209,0.266958977014925
0.958,0.223165272358209,0.176648351014925
0.96,0.183027216358209,0.185064395014925
0.962,0.193061730358209,0.197688461014925
0.964,0.185940462358209,0.242681927014925
0.966,0.245823852358209,0.201896483014925
0.968,0.157779084358209,0.165642755014925
0.97,0.217662474358209,0.216139019014925
0.972,0.212483370358209,0.197688461014925
0.974,0.169432068358209,0.222612899014925
0.976,0.196298670358209,0.157550405014925
0.978,0.217338780358209,0.246889949014925
0.98,0.204391020358209,0.169850777014925
0.982,0.190472178358209,0.196717379014925
0.984,0.217662474358209,0.176000963014925
0.986,0.228344376358209,0.210959915014925
0.988,0.162310800358209,0.164671673014925
0.99,0.224460048358209,0.195098909014925
0.992,0.215072922358209,0.171792941014925
0.994,0.173316396358209,0.180856373014925
0.996,0.220899414358209,0.218728571014925
0.998,0.167489904358209,0.195746297014925
1,0.168137292358209,0.229410473014925
1.002,0.204067326358209,0.153018689014925
1.004,0.195974976358209,0.156579323014925
1.006,0.196622364358209,0.185711783014925
1.008,0.165224046358209,0.188948723014925
1.01,0.165871434358209,0.125828393014925
1.012,0.165871434358209,0.223260287014925
1.014,0.194680200358209,0.187977641014925
1.016,0.175905948358209,0.176000963014925
1.018,0.165224046358209,0.195422603014925
1.02,0.180113970358209,0.159816263014925
1.022,0.143860242358209,0.153342383014925
1.024,0.164252964358209,0.164671673014925
1.026,0.220575720358209,0.191214581014925
1.028,0.174287478358209,0.181827455014925
1.03,0.205038408358209,0.153018689014925
1.032,0.191119566358209,0.160787345014925
1.034,0.171697926358209,0.135862907014925
1.036,0.215720310358209,0.157226711014925
1.038,0.150981510358209,0.182798537014925
1.04,0.180113970358209,0.203838647014925
1.042,0.191443260358209,0.175353575014925
1.044,0.209570124358209,0.167584919014925
1.046,0.174611172358209,0.185711783014925
1.048,0.167813598358209,0.152371301014925
1.05,0.174611172358209,0.166937531014925
1.052,0.180437664358209,0.185064395014925
1.054,0.167489904358209,0.148486973014925
1.056,0.170726844358209,0.180208985014925
1.058,0.156484308358209,0.168232307014925
1.06,0.138681138358209,0.166290143014925
1.062,0.168784680358209,0.170174471014925
1.064,0.157779084358209,0.207075587014925
1.066,0.208599042358209,0.203838647014925
1.068,0.139328526358209,0.157226711014925
1.07,0.172021620358209,0.170821859014925
1.072,0.132854646358209,0.149458055014925
1.074,0.141918078358209,0.168879695014925
1.076,0.154865838358209,0.162082121014925
1.078,0.179790276358209,0.176324657014925
1.08,0.178819194358209,0.161111039014925
1.082,0.180113970358209,0.169203389014925
1.084,0.190795872358209,0.169527083014925
1.086,0.173640090358209,0.120001901014925
1.088,0.175582254358209,0.134244437014925
1.09,0.163929270358209,0.130360109014925
1.092,0.144183936358209,0.218728571014925
1.094,0.146773488358209,0.138776153014925
1.096,0.192090648358209,0.173735105014925
1.098,0.150334122358209,0.159168875014925
1.1,0.137386362358209,0.142336787014925
1.102,0.183350910358209,0.152047607014925
1.104,0.184969380358209,0.152371301014925
1.106,0.121201662358209,0.160787345014925
1.108,0.156808002358209,0.159492569014925
1.11,0.172021620358209,0.175677269014925
1.112,0.178495500358209,0.178266821014925
1.114,0.133502034358209,0.158197793014925
1.116,0.140623302358209,0.162082121014925
1.118,0.160692330358209,0.134244437014925
1.12,0.130265094358209,0.131654885014925
1.122,0.150657816358209,0.134244437014925
1.124,0.156160614358209,0.200925401014925
1.126,0.160368636358209,0.132302273014925
1.128,0.186264156358209,0.157226711014925
1.13,0.173963784358209,0.138452459014925
1.132,0.130912482358209,0.160787345014925
1.134,0.150657816358209,0.119030819014925
1.136,0.117641028358209,0.158197793014925
1.138,0.164252964358209,0.155608241014925
1.14,0.129941400358209,0.158197793014925
1.142,0.197593446358209,0.130360109014925
1.144,0.138033750358209,0.163376897014925
1.146,0.190795872358209,0.209665139014925
1.148,0.127675542358209,0.123238841014925
1.15,0.146126100358209,0.118059737014925
1.152,0.127028154358209,0.166613837014925
1.154,0.142565466358209,0.128741639014925
1.156,0.142889160358209,0.168879695014925
1.158,0.160044942358209,0.157874099014925
1.16,0.136415280358209,0.110291081014925
1.162,0.105340656358209,0.110614775014925
1.164,0.130265094358209,0.126475781014925
1.166,0.134473116358209,0.144602645014925
1.168,0.123791214358209,0.132302273014925
1.17,0.141270690358209,0.163700591014925
1.172,0.119259498358209,0.143955257014925
1.174,0.164252964358209,0.141042011014925
1.176,0.155513226358209,0.136186601014925
1.178,0.153894756358209,0.116117573014925
1.18,0.134796810358209,0.146221115014925
1.182,0.150981510358209,0.140070929014925
1.184,0.144831324358209,0.120001901014925
1.186,0.132207258358209,0.135215519014925
1.188,0.137710056358209,0.118383431014925
1.19,0.146126100358209,0.127123169014925
1.192,0.128646624358209,0.156903017014925
1.194,0.097895694358209,0.124857311014925
1.196,0.143536548358209,0.126799475014925
1.198,0.153894756358209,0.130360109014925
1.2,0.135120504358209,0.120972983014925
1.202,0.139652220358209,0.146868503014925
1.204,0.104693268358209,0.145250033014925
1.206,0.143536548358209,0.0882798890149254
1.208,0.145155018358209,0.109643693014925
1.21,0.133825728358209,0.0976670150149254
1.212,0.124114908358209,0.117736043014925
1.214,0.141270690358209,0.125504699014925
1.216,0.119259498358209,0.148810667014925
1.218,0.124114908358209,0.111909551014925
1.22,0.098543082358209,0.115146491014925
1.222,0.127028154358209,0.162082121014925
1.224,0.116993640358209,0.113851715014925
1.226,0.125085990358209,0.135215519014925
1.228,0.105664350358209,0.0944300750149254
1.23,0.113433006358209,0.104464589014925
1.232,0.113109312358209,0.0979907090149254
1.234,0.147097182358209,0.0947537690149254
1.236,0.110843454358209,0.116441267014925
1.238,0.144183936358209,0.109319999014925
1.24,0.122172744358209,0.0989617910149254
1.242,0.116346252358209,0.153342383014925
1.244,0.113433006358209,0.140718317014925
1.246,0.124114908358209,0.122591453014925
1.248,0.114080394358209,0.100903955014925
1.25,0.158102778358209,0.0950774630149254
1.252,0.111490842358209,0.115146491014925
1.254,0.114404088358209,0.103493507014925
1.256,0.090127038358209,0.122591453014925
1.258,0.144507630358209,0.0992854850149254
1.26,0.092716590358209,0.0941063810149254
1.262,0.095306142358209,0.104140895014925
1.264,0.137386362358209,0.113528021014925
1.266,0.172021620358209,0.144926339014925
1.268,0.083329464358209,0.108025223014925
1.27,0.102751104358209,0.0999328730149254
1.272,0.118935804358209,0.110291081014925
1.274,0.108577596358209,0.104464589014925
1.276,0.115051476358209,0.145573727014925
1.278,0.129617706358209,0.106730447014925
1.28,0.086890098358209,0.0898983590149254
1.282,0.113756700358209,0.123562535014925
1.284,0.121525356358209,0.0928116050149254
1.286,0.093687672358209,0.116441267014925
1.288,0.106311738358209,0.121620371014925
1.29,0.087537486358209,0.121620371014925
1.292,0.103074798358209,0.123886229014925
1.294,0.155189532358209,0.136186601014925
1.296,0.094982448358209,0.0902220530149254
1.298,0.102751104358209,0.0775979870149254
1.3,0.112785618358209,0.109319999014925
1.302,0.150657816358209,0.0805112330149254
1.304,0.126057072358209,0.0798638450149254
1.306,0.138033750358209,0.107054141014925
1.308,0.106635432358209,0.0879561950149254
1.31,0.110843454358209,0.0979907090149254
1.312,0.105988044358209,0.102846119014925
1.314,0.138681138358209,0.109319999014925
1.316,0.140623302358209,0.102198731014925
1.318,0.113433006358209,0.104464589014925
1.32,0.108253902358209,0.108672611014925
1.322,0.132854646358209,0.106406753014925
1.324,0.127028154358209,0.0950774630149254
1.326,0.102103716358209,0.108996305014925
1.328,0.099190470358209,0.0954011570149254
1.33,0.124438602358209,0.114175409014925
1.332,0.120554274358209,0.105111977014925
1.334,0.108901290358209,0.114175409014925
1.336,0.101456328358209,0.0856903370149254
1.338,0.107930208358209,0.0759795170149254
1.34,0.067144764358209,0.0798638450149254
1.342,0.094011366358209,0.0944300750149254
1.344,0.109872372358209,0.108348917014925
1.346,0.092392896358209,0.131007497014925
1.348,0.110843454358209,0.105759365014925
1.35,0.098219388358209,0.110938469014925
1.352,0.125085990358209,0.0669160850149254
1.354,0.104369574358209,0.0976670150149254
1.356,0.098219388358209,0.119030819014925
1.358,0.113109312358209,0.100256567014925
1.36,0.089155956358209,0.102522425014925
1.362,0.102751104358209,0.100580261014925
1.364,0.101456328358209,0.118059737014925
1.366,0.099837858358209,0.0798638450149254
1.368,0.097248306358209,0.0818060090149254
1.37,0.094335060358209,0.0950774630149254
1.372,0.097572000358209,0.0850429490149254
1.374,0.091745508358209,0.0866614190149254
1.376,0.093040284358209,0.0963722390149254
1.378,0.086566404358209,0.0895746650149254
1.38,0.089803344358209,0.0743610470149254
1.382,0.100808940358209,0.0643265330149254
1.384,0.102751104358209,0.0824533970149254
1.386,0.105016962358209,0.106083059014925
