times,A_flux,inert_flux,A_concentration,AZ_concentration,A_rate,AZ_rate,A_uptake
1.124,0.04652,0.19616,0.03992,0.45265,0.02513,0.02513,0.45251
1.125,0.04635,0.19568,0.03977,0.45268,0.02503,0.02503,0.45254
1.126,0.04619,0.1952,0.03963,0.4527,0.02494,0.02494,0.45256
1.127,0.04602,0.19471,0.03949,0.45273,0.02485,0.02485,0.45259
1.128,0.04586,0.19423,0.03935,0.45275,0.02476,0.02476,0.45261
1.129,0.04569,0.19376,0.03921,0.45278,0.02467,0.02467,0.45264
1.13,0.04553,0.19328,0.03907,0.4528,0.02459,0.02459,0.45266
1.131,0.04537,0.1928,0.03893,0.45283,0.0245,0.0245,0.45269
1.132,0.0452,0.19233,0.03879,0.45285,0.02441,0.02441,0.45271
1.133,0.04504,0.19185,0.03865,0.45287,0.02432,0.02432,0.45274
1.134,0.04488,0.19138,0.03851,0.4529,0.02423,0.02423,0.45276
1.135,0.04472,0.19091,0.03838,0.45292,0.02414,0.02414,0.45278
1.136,0.04456,0.19044,0.03824,0.45295,0.02406,0.02406,0.45281
1.137,0.0444,0.18997,0.0381,0.45297,0.02397,0.02397,0.45283
1.138,0.04424,0.1895,0.03797,0.453,0.02388,0.02388,0.45286
1.139,0.04409,0.18903,0.03783,0.45302,0.0238,0.0238,0.45288
1.14,0.04393,0.18857,0.03769,0.45304,0.02371,0.02371,0.4529
1.141,0.04377,0.1881,0.03756,0.45307,0.02362,0.02362,0.45293
1.142,0.04361,0.18764,0.03743,0.45309,0.02354,0.02354,0.45295
1.143,0.04346,0.18718,0.03729,0.45311,0.02345,0.02345,0.45297
1.144,0.0433,0.18672,0.03716,0.45314,0.02337,0.02337,0.453
1.145,0.04315,0.18626,0.03703,0.45316,0.02328,0.02328,0.45302
1.146,0.04299,0.1858,0.03689,0.45318,0.0232,0.0232,0.45304
1.147,0.04284,0.18534,0.03676,0.45321,0.02312,0.02312,0.45307
1.148,0.04269,0.18488,0.03663,0.45323,0.02303,0.02303,0.45309
1.149,0.04253,0.18443,0.0365,0.45325,0.02295,0.02295,0.45311
1.15,0.04238,0.18397,0.03637,0.45328,0.02287,0.02287,0.45314
1.151,0.04223,0.18352,0.03624,0.4533,0.02278,0.02278,0.45316
1.152,0.04208,0.18307,0.03611,0.45332,0.0227,0.0227,0.45318
1.153,0.04193,0.18262,0.03598,0.45334,0.02262,0.02262,0.4532
1.154,0.04178,0.18217,0.03585,0.45337,0.02254,0.02254,0.45323
1.155,0.04163,0.18172,0.03572,0.45339,0.02246,0.02246,0.45325
1.156,0.04148,0.18127,0.0356,0.45341,0.02238,0.02238,0.45327
1.157,0.04133,0.18082,0.03547,0.45343,0.02229,0.02229,0.45329
1.158,0.04119,0.18038,0.03534,0.45346,0.02221,0.02221,0.45332
1.159,0.04104,0.17993,0.03522,0.45348,0.02213,0.02213,0.45334
1.16,0.04089,0.17949,0.03509,0.4535,0.02205,0.02205,0.45336
1.161,0.04075,0.17905,0.03497,0.45352,0.02197,0.02197,0.45338
1.162,0.0406,0.17861,0.03484,0.45354,0.02189,0.02189,0.4534
1.163,0.04046,0.17817,0.03472,0.45357,0.02182,0.02182,0.45343
1.164,0.04031,0.17773,0.03459,0.45359,0.02174,0.02174,0.45345
1.165,0.04017,0.17729,0.03447,0.45361,0.02166,0.02166,0.45347
1.166,0.04002,0.17685,0.03435,0.45363,0.02158,0.02158,0.45349
1.167,0.03988,0.17642,0.03422,0.45365,0.0215,0.0215,0.45351
1.168,0.03974,0.17598,0.0341,0.45367,0.02142,0.02142,0.45353
1.169,0.0396,0.17555,0.03398,0.4537,0.02135,0.02135,0.45355
1.17,0.03945,0.17512,0.03386,0.45372,0.02127,0.02127,0.45358
1.171,0.03931,0.17468,0.03374,0.45374,0.02119,0.02119,0.4536
1.172,0.03917,0.17425,0.03362,0.45376,0.02112,0.02112,0.45362
1.173,0.03903,0.17382,0.0335,0.45378,0.02104,0.02104,0.45364
1.174,0.03889,0.1734,0.03338,0.4538,0.02096,0.02096,0.45366
1.175,0.03875,0.17297,0.03326,0.45382,0.02089,0.02089,0.45368
1.176,0.03862,0.17254,0.03314,0.45384,0.02081,0.02081,0.4537
1.177,0.03848,0.17212,0.03302,0.45386,0.02074,0.02074,0.45372
1.178,0.03834,0.17169,0.0329,0.45388,0.02066,0.02066,0.45374
1.179,0.0382,0.17127,0.03278,0.45391,0.02059,0.02059,0.45376
1.18,0.03807,0.17085,0.03267,0.45393,0.02051,0.02051,0.45378
1.181,0.03793,0.17043,0.03255,0.45395,0.02044,0.02044,0.4538
1.182,0.0378,0.17001,0.03243,0.45397,0.02037,0.02037,0.45383
1.183,0.03766,0.16959,0.03232,0.45399,0.02029,0.02029,0.45385
1.184,0.03753,0.16917,0.0322,0.45401,0.02022,0.02022,0.45387
1.185,0.03739,0.16875,0.03209,0.45403,0.02015,0.02015,0.45389
1.186,0.03726,0.16834,0.03197,0.45405,0.02007,0.02007,0.45391
1.187,0.03712,0.16792,0.03186,0.45407,0.02,0.02,0.45393
1.188,0.03699,0.16751,0.03174,0.45409,0.01993,0.01993,0.45395
1.189,0.03686,0.1671,0.03163,0.45411,0.01986,0.01986,0.45397
1.19,0.03673,0.16668,0.03152,0.45413,0.01979,0.01979,0.45399
1.191,0.0366,0.16627,0.03141,0.45415,0.01971,0.01971,0.45401
1.192,0.03647,0.16586,0.03129,0.45417,0.01964,0.01964,0.45402
1.193,0.03634,0.16546,0.03118,0.45419,0.01957,0.01957,0.45404
1.194,0.03621,0.16505,0.03107,0.45421,0.0195,0.0195,0.45406
1.195,0.03608,0.16464,0.03096,0.45423,0.01943,0.01943,0.45408
1.196,0.03595,0.16424,0.03085,0.45424,0.01936,0.01936,0.4541
1.197,0.03582,0.16383,0.03074,0.45426,0.01929,0.01929,0.45412
1.198,0.03569,0.16343,0.03063,0.45428,0.01922,0.01922,0.45414
1.199,0.03556,0.16302,0.03052,0.4543,0.01915,0.01915,0.45416
1.2,0.03544,0.16262,0.03041,0.45432,0.01908,0.01908,0.45418
1.201,0.03531,0.16222,0.0303,0.45434,0.01901,0.01901,0.4542
1.202,0.03518,0.16182,0.03019,0.45436,0.01895,0.01895,0.45422
1.203,0.03506,0.16142,0.03009,0.45438,0.01888,0.01888,0.45424
1.204,0.03493,0.16103,0.02998,0.4544,0.01881,0.01881,0.45426
1.205,0.03481,0.16063,0.02987,0.45442,0.01874,0.01874,0.45427
1.206,0.03468,0.16023,0.02976,0.45443,0.01867,0.01867,0.45429
1.207,0.03456,0.15984,0.02966,0.45445,0.01861,0.01861,0.45431
1.208,0.03444,0.15944,0.02955,0.45447,0.01854,0.01854,0.45433
1.209,0.03431,0.15905,0.02945,0.45449,0.01847,0.01847,0.45435
1.21,0.03419,0.15866,0.02934,0.45451,0.01841,0.01841,0.45437
1.211,0.03407,0.15827,0.02924,0.45453,0.01834,0.01834,0.45438
1.212,0.03395,0.15788,0.02913,0.45455,0.01827,0.01827,0.4544
1.213,0.03383,0.15749,0.02903,0.45456,0.01821,0.01821,0.45442
1.214,0.0337,0.1571,0.02892,0.45458,0.01814,0.01814,0.45444
1.215,0.03358,0.15671,0.02882,0.4546,0.01808,0.01808,0.45446
1.216,0.03346,0.15633,0.02872,0.45462,0.01801,0.01801,0.45448
1.217,0.03334,0.15594,0.02862,0.45464,0.01795,0.01795,0.45449
1.218,0.03323,0.15556,0.02851,0.45465,0.01788,0.01788,0.45451
1.219,0.03311,0.15518,0.02841,0.45467,0.01782,0.01782,0.45453
1.22,0.03299,0.15479,0.02831,0.45469,0.01775,0.01775,0.45455
1.221,0.03287,0.15441,0.02821,0.45471,0.01769,0.01769,0.45456
1.222,0.03275,0.15403,0.02811,0.45472,0.01763,0.01763,0.45458
1.223,0.03264,0.15365,0.02801,0.45474,0.01756,0.01756,0.4546
1.224,0.03252,0.15327,0.02791,0.45476,0.0175,0.0175,0.45462
1.225,0.0324,0.1529,0.02781,0.45478,0.01744,0.01744,0.45463
1.226,0.03229,0.15252,0.02771,0.45479,0.01737,0.01737,0.45465
1.227,0.03217,0.15214,0.02761,0.45481,0.01731,0.01731,0.45467
1.228,0.03206,0.15177,0.02751,0.45483,0.01725,0.01725,0.45469
1.229,0.03194,0.15139,0.02741,0.45485,0.01719,0.01719,0.4547
1.23,0.03183,0.15102,0.02731,0.45486,0.01712,0.01712,0.45472
1.231,0.03172,0.15065,0.02722,0.45488,0.01706,0.01706,0.45474
1.232,0.0316,0.15028,0.02712,0.4549,0.017,0.017,0.45475
1.233,0.03149,0.14991,0.02702,0.45492,0.01694,0.01694,0.45477
1.234,0.03138,0.14954,0.02693,0.45493,0.01688,0.01688,0.45479
1.235,0.03126,0.14917,0.02683,0.45495,0.01682,0.01682,0.45481
1.236,0.03115,0.1488,0.02673,0.45497,0.01676,0.01676,0.45482
1.237,0.03104,0.14844,0.02664,0.45498,0.0167,0.0167,0.45484
1.238,0.03093,0.14807,0.02654,0.455,0.01664,0.01664,0.45486
1.239,0.03082,0.1477,0.02645,0.45502,0.01658,0.01658,0.45487
1.24,0.03071,0.14734,0.02635,0.45503,0.01652,0.01652,0.45489
1.241,0.0306,0.14698,0.02626,0.45505,0.01646,0.01646,0.45491
1.242,0.03049,0.14662,0.02617,0.45507,0.0164,0.0164,0.45492
1.243,0.03038,0.14625,0.02607,0.45508,0.01634,0.01634,0.45494
1.244,0.03027,0.14589,0.02598,0.4551,0.01628,0.01628,0.45495
1.245,0.03017,0.14553,0.02589,0.45511,0.01622,0.01622,0.45497
1.246,0.03006,0.14518,0.0258,0.45513,0.01616,0.01616,0.45499
1.247,0.02995,0.14482,0.0257,0.45515,0.01611,0.01611,0.455
1.248,0.02984,0.14446,0.02561,0.45516,0.01605,0.01605,0.45502
1.249,0.02974,0.1441,0.02552,0.45518,0.01599,0.01599,0.45503
1.25,0.02963,0.14375,0.02543,0.45519,0.01593,0.01593,0.45505
1.251,0.02952,0.1434,0.02534,0.45521,0.01587,0.01587,0.45507
1.252,0.02942,0.14304,0.02525,0.45523,0.01582,0.01582,0.45508
1.253,0.02931,0.14269,0.02516,0.45524,0.01576,0.01576,0.4551
1.254,0.02921,0.14234,0.02507,0.45526,0.0157,0.0157,0.45511
1.255,0.0291,0.14199,0.02498,0.45527,0.01565,0.01565,0.45513
1.256,0.029,0.14164,0.02489,0.45529,0.01559,0.01559,0.45514
1.257,0.0289,0.14129,0.0248,0.4553,0.01553,0.01553,0.45516
1.258,0.02879,0.14094,0.02471,0.45532,0.01548,0.01548,0.45518
1.259,0.02869,0.14059,0.02462,0.45534,0.01542,0.01542,0.45519
1.26,0.02859,0.14025,0.02453,0.45535,0.01537,0.01537,0.45521
1.261,0.02849,0.1399,0.02445,0.45537,0.01531,0.01531,0.45522
1.262,0.02839,0.13956,0.02436,0.45538,0.01526,0.01526,0.45524
1.263,0.02828,0.13921,0.02427,0.4554,0.0152,0.0152,0.45525
1.264,0.02818,0.13887,0.02419,0.45541,0.01515,0.01515,0.45527
1.265,0.02808,0.13853,0.0241,0.45543,0.01509,0.01509,0.45528
1.266,0.02798,0.13819,0.02401,0.45544,0.01504,0.01504,0.4553
1.267,0.02788,0.13785,0.02393,0.45546,0.01498,0.01498,0.45531
1.268,0.02778,0.13751,0.02384,0.45547,0.01493,0.01493,0.45533
1.269,0.02768,0.13717,0.02376,0.45549,0.01488,0.01488,0.45534
1.27,0.02758,0.13683,0.02367,0.4555,0.01482,0.01482,0.45536
1.271,0.02749,0.13649,0.02359,0.45552,0.01477,0.01477,0.45537
1.272,0.02739,0.13616,0.0235,0.45553,0.01472,0.01472,0.45539
1.273,0.02729,0.13582,0.02342,0.45555,0.01466,0.01466,0.4554
1.274,0.02719,0.13549,0.02334,0.45556,0.01461,0.01461,0.45542
1.275,0.02709,0.13515,0.02325,0.45558,0.01456,0.01456,0.45543
1.276,0.027,0.13482,0.02317,0.45559,0.01451,0.01451,0.45545
1.277,0.0269,0.13449,0.02309,0.4556,0.01445,0.01445,0.45546
1.278,0.02681,0.13415,0.023,0.45562,0.0144,0.0144,0.45547
1.279,0.02671,0.13382,0.02292,0.45563,0.01435,0.01435,0.45549
1.28,0.02661,0.13349,0.02284,0.45565,0.0143,0.0143,0.4555
1.281,0.02652,0.13317,0.02276,0.45566,0.01425,0.01425,0.45552
1.282,0.02642,0.13284,0.02268,0.45568,0.0142,0.0142,0.45553
1.283,0.02633,0.13251,0.0226,0.45569,0.01414,0.01414,0.45555
1.284,0.02624,0.13218,0.02252,0.4557,0.01409,0.01409,0.45556
1.285,0.02614,0.13186,0.02244,0.45572,0.01404,0.01404,0.45557
1.286,0.02605,0.13153,0.02236,0.45573,0.01399,0.01399,0.45559
1.287,0.02596,0.13121,0.02228,0.45575,0.01394,0.01394,0.4556
1.288,0.02586,0.13089,0.0222,0.45576,0.01389,0.01389,0.45562
1.289,0.02577,0.13056,0.02212,0.45577,0.01384,0.01384,0.45563
1.29,0.02568,0.13024,0.02204,0.45579,0.01379,0.01379,0.45564
1.291,0.02559,0.12992,0.02196,0.4558,0.01374,0.01374,0.45566
1.292,0.0255,0.1296,0.02188,0.45582,0.01369,0.01369,0.45567
1.293,0.0254,0.12928,0.0218,0.45583,0.01364,0.01364,0.45568
1.294,0.02531,0.12896,0.02172,0.45584,0.0136,0.0136,0.4557
1.295,0.02522,0.12864,0.02165,0.45586,0.01355,0.01355,0.45571
1.296,0.02513,0.12833,0.02157,0.45587,0.0135,0.0135,0.45572
1.297,0.02504,0.12801,0.02149,0.45588,0.01345,0.01345,0.45574
1.298,0.02495,0.1277,0.02142,0.4559,0.0134,0.0134,0.45575
1.299,0.02487,0.12738,0.02134,0.45591,0.01335,0.01335,0.45576
1.3,0.02478,0.12707,0.02126,0.45592,0.0133,0.0133,0.45578
1.301,0.02469,0.12675,0.02119,0.45594,0.01326,0.01326,0.45579
1.302,0.0246,0.12644,0.02111,0.45595,0.01321,0.01321,0.4558
1.303,0.02451,0.12613,0.02104,0.45596,0.01316,0.01316,0.45582
1.304,0.02442,0.12582,0.02096,0.45598,0.01311,0.01311,0.45583
1.305,0.02434,0.12551,0.02089,0.45599,0.01307,0.01307,0.45584
1.306,0.02425,0.1252,0.02081,0.456,0.01302,0.01302,0.45586
1.307,0.02416,0.12489,0.02074,0.45602,0.01297,0.01297,0.45587
1.308,0.02408,0.12458,0.02066,0.45603,0.01293,0.01293,0.45588
1.309,0.02399,0.12428,0.02059,0.45604,0.01288,0.01288,0.4559
1.31,0.02391,0.12397,0.02052,0.45605,0.01283,0.01283,0.45591
1.311,0.02382,0.12367,0.02044,0.45607,0.01279,0.01279,0.45592
1.312,0.02374,0.12336,0.02037,0.45608,0.01274,0.01274,0.45593
1.313,0.02365,0.12306,0.0203,0.45609,0.0127,0.0127,0.45595
1.314,0.02357,0.12275,0.02023,0.4561,0.01265,0.01265,0.45596
1.315,0.02348,0.12245,0.02015,0.45612,0.0126,0.0126,0.45597
1.316,0.0234,0.12215,0.02008,0.45613,0.01256,0.01256,0.45598
1.317,0.02331,0.12185,0.02001,0.45614,0.01251,0.01251,0.456
1.318,0.02323,0.12155,0.01994,0.45616,0.01247,0.01247,0.45601
1.319,0.02315,0.12125,0.01987,0.45617,0.01242,0.01242,0.45602
1.32,0.02307,0.12095,0.0198,0.45618,0.01238,0.01238,0.45603
1.321,0.02298,0.12065,0.01972,0.45619,0.01234,0.01234,0.45605
1.322,0.0229,0.12035,0.01965,0.4562,0.01229,0.01229,0.45606
1.323,0.02282,0.12006,0.01958,0.45622,0.01225,0.01225,0.45607
1.324,0.02274,0.11976,0.01951,0.45623,0.0122,0.0122,0.45608
1.325,0.02266,0.11947,0.01944,0.45624,0.01216,0.01216,0.4561
1.326,0.02258,0.11917,0.01938,0.45625,0.01212,0.01212,0.45611
1.327,0.0225,0.11888,0.01931,0.45627,0.01207,0.01207,0.45612
1.328,0.02241,0.11859,0.01924,0.45628,0.01203,0.01203,0.45613
1.329,0.02233,0.11829,0.01917,0.45629,0.01199,0.01199,0.45614
1.33,0.02226,0.118,0.0191,0.4563,0.01194,0.01194,0.45616
1.331,0.02218,0.11771,0.01903,0.45631,0.0119,0.0119,0.45617
1.332,0.0221,0.11742,0.01896,0.45633,0.01186,0.01186,0.45618
1.333,0.02202,0.11713,0.0189,0.45634,0.01181,0.01181,0.45619
1.334,0.02194,0.11684,0.01883,0.45635,0.01177,0.01177,0.4562
1.335,0.02186,0.11656,0.01876,0.45636,0.01173,0.01173,0.45621
1.336,0.02178,0.11627,0.01869,0.45637,0.01169,0.01169,0.45623
1.337,0.0217,0.11598,0.01863,0.45638,0.01165,0.01165,0.45624
1.338,0.02163,0.1157,0.01856,0.4564,0.0116,0.0116,0.45625
1.339,0.02155,0.11541,0.01849,0.45641,0.01156,0.01156,0.45626
1.34,0.02147,0.11513,0.01843,0.45642,0.01152,0.01152,0.45627
1.341,0.0214,0.11484,0.01836,0.45643,0.01148,0.01148,0.45628
1.342,0.02132,0.11456,0.0183,0.45644,0.01144,0.01144,0.4563
1.343,0.02124,0.11428,0.01823,0.45645,0.0114,0.0114,0.45631
1.344,0.02117,0.114,0.01817,0.45646,0.01136,0.01136,0.45632
1.345,0.02109,0.11372,0.0181,0.45648,0.01131,0.01131,0.45633
1.346,0.02102,0.11344,0.01804,0.45649,0.01127,0.01127,0.45634
1.347,0.02094,0.11316,0.01797,0.4565,0.01123,0.01123,0.45635
1.348,0.02087,0.11288,0.01791,0.45651,0.01119,0.01119,0.45636
1.349,0.02079,0.1126,0.01785,0.45652,0.01115,0.01115,0.45637
1.35,0.02072,0.11232,0.01778,0.45653,0.01111,0.01111,0.45639
1.351,0.02064,0.11204,0.01772,0.45654,0.01107,0.01107,0.4564
1.352,0.02057,0.11177,0.01765,0.45655,0.01103,0.01103,0.45641
1.353,0.0205,0.11149,0.01759,0.45657,0.01099,0.01099,0.45642
1.354,0.02042,0.11122,0.01753,0.45658,0.01095,0.01095,0.45643
1.355,0.02035,0.11094,0.01747,0.45659,0.01092,0.01092,0.45644
1.356,0.02028,0.11067,0.0174,0.4566,0.01088,0.01088,0.45645
1.357,0.02021,0.1104,0.01734,0.45661,0.01084,0.01084,0.45646
1.358,0.02013,0.11013,0.01728,0.45662,0.0108,0.0108,0.45647
1.359,0.02006,0.10985,0.01722,0.45663,0.01076,0.01076,0.45648
1.36,0.01999,0.10958,0.01716,0.45664,0.01072,0.01072,0.45649
1.361,0.01992,0.10931,0.0171,0.45665,0.01068,0.01068,0.4565
1.362,0.01985,0.10904,0.01703,0.45666,0.01064,0.01064,0.45652
1.363,0.01978,0.10878,0.01697,0.45667,0.01061,0.01061,0.45653
1.364,0.01971,0.10851,0.01691,0.45668,0.01057,0.01057,0.45654
1.365,0.01964,0.10824,0.01685,0.45669,0.01053,0.01053,0.45655
1.366,0.01957,0.10797,0.01679,0.4567,0.01049,0.01049,0.45656
1.367,0.0195,0.10771,0.01673,0.45672,0.01045,0.01045,0.45657
1.368,0.01943,0.10744,0.01667,0.45673,0.01042,0.01042,0.45658
1.369,0.01936,0.10718,0.01661,0.45674,0.01038,0.01038,0.45659
1.37,0.01929,0.10691,0.01655,0.45675,0.01034,0.01034,0.4566
1.371,0.01922,0.10665,0.01649,0.45676,0.0103,0.0103,0.45661
1.372,0.01915,0.10639,0.01644,0.45677,0.01027,0.01027,0.45662
1.373,0.01908,0.10613,0.01638,0.45678,0.01023,0.01023,0.45663
1.374,0.01901,0.10586,0.01632,0.45679,0.01019,0.01019,0.45664
1.375,0.01895,0.1056,0.01626,0.4568,0.01016,0.01016,0.45665
1.376,0.01888,0.10534,0.0162,0.45681,0.01012,0.01012,0.45666
1.377,0.01881,0.10508,0.01614,0.45682,0.01008,0.01008,0.45667
1.378,0.01874,0.10482,0.01609,0.45683,0.01005,0.01005,0.45668
1.379,0.01868,0.10457,0.01603,0.45684,0.01001,0.01001,0.45669
1.38,0.01861,0.10431,0.01597,0.45685,0.00998,0.00998,0.4567
1.381,0.01854,0.10405,0.01592,0.45686,0.00994,0.00994,0.45671
1.382,0.01848,0.10379,0.01586,0.45687,0.00991,0.00991,0.45672
1.383,0.01841,0.10354,0.0158,0.45688,0.00987,0.00987,0.45673
1.384,0.01835,0.10328,0.01575,0.45689,0.00983,0.00983,0.45674
1.385,0.01828,0.10303,0.01569,0.4569,0.0098,0.0098,0.45675
1.386,0.01822,0.10278,0.01563,0.45691,0.00976,0.00976,0.45676
1.387,0.01815,0.10252,0.01558,0.45692,0.00973,0.00973,0.45677
1.388,0.01809,0.10227,0.01552,0.45693,0.00969,0.00969,0.45678
1.389,0.01802,0.10202,0.01547,0.45694,0.00966,0.00966,0.45679
1.39,0.01796,0.10177,0.01541,0.45695,0.00962,0.00962,0.4568
1.391,0.01789,0.10152,0.01536,0.45696,0.00959,0.00959,0.45681
1.392,0.01783,0.10127,0.0153,0.45697,0.00956,0.00956,0.45682
1.393,0.01776,0.10102,0.01525,0.45697,0.00952,0.00952,0.45683
1.394,0.0177,0.10077,0.01519,0.45698,0.00949,0.00949,0.45684
1.395,0.01764,0.10052,0.01514,0.45699,0.00945,0.00945,0.45685
1.396,0.01758,0.10027,0.01508,0.457,0.00942,0.00942,0.45686
1.397,0.01751,0.10002,0.01503,0.45701,0.00939,0.00939,0.45686
1.398,0.01745,0.09978,0.01498,0.45702,0.00935,0.00935,0.45687
1.399,0.01739,0.09953,0.01492,0.45703,0.00932,0.00932,0.45688
1.4,0.01733,0.09929,0.01487,0.45704,0.00928,0.00928,0.45689
1.401,0.01726,0.09904,0.01482,0.45705,0.00925,0.00925,0.4569
1.402,0.0172,0.0988,0.01476,0.45706,0.00922,0.00922,0.45691
1.403,0.01714,0.09855,0.01471,0.45707,0.00919,0.00919,0.45692
1.404,0.01708,0.09831,0.01466,0.45708,0.00915,0.00915,0.45693
1.405,0.01702,0.09807,0.01461,0.45709,0.00912,0.00912,0.45694
1.406,0.01696,0.09783,0.01455,0.4571,0.00909,0.00909,0.45695
1.407,0.0169,0.09759,0.0145,0.4571,0.00905,0.00905,0.45696
1.408,0.01684,0.09735,0.01445,0.45711,0.00902,0.00902,0.45697
1.409,0.01678,0.09711,0.0144,0.45712,0.00899,0.00899,0.45697
1.41,0.01672,0.09687,0.01435,0.45713,0.00896,0.00896,0.45698
1.411,0.01666,0.09663,0.0143,0.45714,0.00893,0.00893,0.45699
1.412,0.0166,0.09639,0.01425,0.45715,0.00889,0.00889,0.457
1.413,0.01654,0.09615,0.01419,0.45716,0.00886,0.00886,0.45701
1.414,0.01648,0.09592,0.01414,0.45717,0.00883,0.00883,0.45702
1.415,0.01642,0.09568,0.01409,0.45718,0.0088,0.0088,0.45703
1.416,0.01636,0.09544,0.01404,0.45719,0.00877,0.00877,0.45704
1.417,0.0163,0.09521,0.01399,0.45719,0.00873,0.00873,0.45705
1.418,0.01625,0.09497,0.01394,0.4572,0.0087,0.0087,0.45705
1.419,0.01619,0.09474,0.01389,0.45721,0.00867,0.00867,0.45706
1.42,0.01613,0.09451,0.01384,0.45722,0.00864,0.00864,0.45707
1.421,0.01607,0.09427,0.01379,0.45723,0.00861,0.00861,0.45708
1.422,0.01601,0.09404,0.01374,0.45724,0.00858,0.00858,0.45709
1.423,0.01596,0.09381,0.0137,0.45725,0.00855,0.00855,0.4571
1.424,0.0159,0.09358,0.01365,0.45725,0.00852,0.00852,0.45711
1.425,0.01584,0.09335,0.0136,0.45726,0.00849,0.00849,0.45711
1.426,0.01579,0.09312,0.01355,0.45727,0.00846,0.00846,0.45712
1.427,0.01573,0.09289,0.0135,0.45728,0.00843,0.00843,0.45713
1.428,0.01567,0.09266,0.01345,0.45729,0.0084,0.0084,0.45714
1.429,0.01562,0.09243,0.01341,0.4573,0.00837,0.00837,0.45715
1.43,0.01556,0.0922,0.01336,0.4573,0.00834,0.00834,0.45716
1.431,0.01551,0.09198,0.01331,0.45731,0.00831,0.00831,0.45716
1.432,0.01545,0.09175,0.01326,0.45732,0.00828,0.00828,0.45717
1.433,0.0154,0.09152,0.01321,0.45733,0.00825,0.00825,0.45718
1.434,0.01534,0.0913,0.01317,0.45734,0.00822,0.00822,0.45719
1.435,0.01529,0.09107,0.01312,0.45735,0.00819,0.00819,0.4572
1.436,0.01523,0.09085,0.01307,0.45735,0.00816,0.00816,0.45721
1.437,0.01518,0.09062,0.01303,0.45736,0.00813,0.00813,0.45721
1.438,0.01512,0.0904,0.01298,0.45737,0.0081,0.0081,0.45722
1.439,0.01507,0.09018,0.01293,0.45738,0.00807,0.00807,0.45723
1.44,0.01502,0.08996,0.01289,0.45739,0.00804,0.00804,0.45724
1.441,0.01496,0.08973,0.01284,0.45739,0.00801,0.00801,0.45725
1.442,0.01491,0.08951,0.0128,0.4574,0.00798,0.00798,0.45725
1.443,0.01486,0.08929,0.01275,0.45741,0.00796,0.00796,0.45726
1.444,0.0148,0.08907,0.0127,0.45742,0.00793,0.00793,0.45727
1.445,0.01475,0.08885,0.01266,0.45743,0.0079,0.0079,0.45728
1.446,0.0147,0.08863,0.01261,0.45743,0.00787,0.00787,0.45729
1.447,0.01464,0.08842,0.01257,0.45744,0.00784,0.00784,0.45729
1.448,0.01459,0.0882,0.01252,0.45745,0.00781,0.00781,0.4573
1.449,0.01454,0.08798,0.01248,0.45746,0.00779,0.00779,0.45731
1.45,0.01449,0.08776,0.01244,0.45747,0.00776,0.00776,0.45732
1.451,0.01444,0.08755,0.01239,0.45747,0.00773,0.00773,0.45732
1.452,0.01439,0.08733,0.01235,0.45748,0.0077,0.0077,0.45733
1.453,0.01433,0.08712,0.0123,0.45749,0.00768,0.00768,0.45734
1.454,0.01428,0.0869,0.01226,0.4575,0.00765,0.00765,0.45735
1.455,0.01423,0.08669,0.01221,0.4575,0.00762,0.00762,0.45736
1.456,0.01418,0.08647,0.01217,0.45751,0.00759,0.00759,0.45736
1.457,0.01413,0.08626,0.01213,0.45752,0.00757,0.00757,0.45737
1.458,0.01408,0.08605,0.01208,0.45753,0.00754,0.00754,0.45738
1.459,0.01403,0.08584,0.01204,0.45753,0.00751,0.00751,0.45739
1.46,0.01398,0.08563,0.012,0.45754,0.00748,0.00748,0.45739
1.461,0.01393,0.08541,0.01196,0.45755,0.00746,0.00746,0.4574
1.462,0.01388,0.0852,0.01191,0.45756,0.00743,0.00743,0.45741
1.463,0.01383,0.08499,0.01187,0.45756,0.0074,0.0074,0.45742
1.464,0.01378,0.08478,0.01183,0.45757,0.00738,0.00738,0.45742
1.465,0.01373,0.08458,0.01179,0.45758,0.00735,0.00735,0.45743
1.466,0.01368,0.08437,0.01174,0.45759,0.00733,0.00733,0.45744
1.467,0.01363,0.08416,0.0117,0.45759,0.0073,0.0073,0.45744
1.468,0.01359,0.08395,0.01166,0.4576,0.00727,0.00727,0.45745
1.469,0.01354,0.08374,0.01162,0.45761,0.00725,0.00725,0.45746
1.47,0.01349,0.08354,0.01158,0.45762,0.00722,0.00722,0.45747
1.471,0.01344,0.08333,0.01154,0.45762,0.0072,0.0072,0.45747
1.472,0.01339,0.08313,0.01149,0.45763,0.00717,0.00717,0.45748
1.473,0.01334,0.08292,0.01145,0.45764,0.00714,0.00714,0.45749
1.474,0.0133,0.08272,0.01141,0.45764,0.00712,0.00712,0.45749
1.475,0.01325,0.08251,0.01137,0.45765,0.00709,0.00709,0.4575
1.476,0.0132,0.08231,0.01133,0.45766,0.00707,0.00707,0.45751
1.477,0.01316,0.08211,0.01129,0.45767,0.00704,0.00704,0.45752
1.478,0.01311,0.08191,0.01125,0.45767,0.00702,0.00702,0.45752
1.479,0.01306,0.0817,0.01121,0.45768,0.00699,0.00699,0.45753
1.48,0.01301,0.0815,0.01117,0.45769,0.00697,0.00697,0.45754
1.481,0.01297,0.0813,0.01113,0.45769,0.00694,0.00694,0.45754
