"","times","A_flux","B_flux","AB_flux","inert_flux","A_concentration","B_concentration","AB_concentration","AZ_concentration","BZ_concentration","Z_concentration","A_rate","B_rate","AB_rate","AZ_rate","BZ_rate","Z_rate"
"1602",1.601,0.00051,0.00279,0.05802,0.06047,4e-04,0.0023,0.05248,0.60765,1e-05,-0.60767,0.00098,0.00293,-0.00298,-0.00103,-6e-05,0.00109
"1603",1.602,0.00051,0.00278,0.05788,0.06032,4e-04,0.00229,0.05236,0.60765,1e-05,-0.60767,0.00097,0.00292,-0.00297,-0.00103,-5e-05,0.00109
"1604",1.603,5e-04,0.00277,0.05774,0.06017,0.00039,0.00228,0.05223,0.60765,1e-05,-0.60767,0.00096,0.0029,-0.00296,-0.00103,-5e-05,0.00108
"1605",1.604,5e-04,0.00275,0.05761,0.06002,0.00039,0.00227,0.05211,0.60765,1e-05,-0.60766,0.00096,0.00289,-0.00294,-0.00103,-5e-05,0.00108
"1606",1.605,5e-04,0.00274,0.05747,0.05987,0.00039,0.00226,0.05198,0.60765,1e-05,-0.60766,0.00095,0.00288,-0.00293,-0.00102,-5e-05,0.00108
"1607",1.606,5e-04,0.00273,0.05733,0.05973,0.00039,0.00225,0.05186,0.60765,1e-05,-0.60766,0.00095,0.00286,-0.00292,-0.00102,-5e-05,0.00108
"1608",1.607,0.00049,0.00272,0.0572,0.05958,0.00038,0.00224,0.05174,0.60765,1e-05,-0.60766,0.00094,0.00285,-0.0029,-0.00102,-5e-05,0.00107
"1609",1.608,0.00049,0.0027,0.05706,0.05943,0.00038,0.00223,0.05162,0.60765,1e-05,-0.60766,0.00094,0.00284,-0.00289,-0.00102,-5e-05,0.00107
"1610",1.609,0.00049,0.00269,0.05693,0.05929,0.00038,0.00222,0.05149,0.60765,1e-05,-0.60766,0.00093,0.00283,-0.00288,-0.00101,-5e-05,0.00107
"1611",1.61,0.00048,0.00268,0.05679,0.05914,0.00038,0.00221,0.05137,0.60765,1e-05,-0.60766,0.00093,0.00281,-0.00287,-0.00101,-5e-05,0.00107
"1612",1.611,0.00048,0.00267,0.05666,0.05899,0.00038,0.0022,0.05125,0.60764,1e-05,-0.60766,0.00092,0.0028,-0.00285,-0.00101,-5e-05,0.00106
"1613",1.612,0.00048,0.00266,0.05652,0.05885,0.00037,0.00219,0.05113,0.60764,1e-05,-0.60766,0.00092,0.00279,-0.00284,-0.00101,-5e-05,0.00106
"1614",1.613,0.00048,0.00264,0.05639,0.0587,0.00037,0.00218,0.051,0.60764,1e-05,-0.60765,0.00091,0.00278,-0.00283,-0.00101,-5e-05,0.00106
"1615",1.614,0.00047,0.00263,0.05626,0.05856,0.00037,0.00217,0.05088,0.60764,1e-05,-0.60765,0.00091,0.00276,-0.00281,-0.001,-5e-05,0.00106
"1616",1.615,0.00047,0.00262,0.05612,0.05841,0.00037,0.00216,0.05076,0.60764,1e-05,-0.60765,9e-04,0.00275,-0.0028,-0.001,-5e-05,0.00105
"1617",1.616,0.00047,0.00261,0.05599,0.05827,0.00036,0.00215,0.05064,0.60764,1e-05,-0.60765,9e-04,0.00274,-0.00279,-0.001,-5e-05,0.00105
"1618",1.617,0.00047,0.0026,0.05586,0.05813,0.00036,0.00214,0.05052,0.60764,1e-05,-0.60765,0.00089,0.00273,-0.00278,-0.001,-5e-05,0.00105
"1619",1.618,0.00046,0.00259,0.05573,0.05798,0.00036,0.00213,0.0504,0.60764,1e-05,-0.60765,0.00089,0.00271,-0.00276,-0.00099,-5e-05,0.00104
"1620",1.619,0.00046,0.00257,0.05559,0.05784,0.00036,0.00212,0.05028,0.60764,1e-05,-0.60765,0.00088,0.0027,-0.00275,-0.00099,-5e-05,0.00104
"1621",1.62,0.00046,0.00256,0.05546,0.0577,0.00036,0.00211,0.05016,0.60764,1e-05,-0.60765,0.00088,0.00269,-0.00274,-0.00099,-5e-05,0.00104
"1622",1.621,0.00045,0.00255,0.05533,0.05756,0.00035,0.0021,0.05004,0.60763,1e-05,-0.60765,0.00087,0.00268,-0.00273,-0.00099,-5e-05,0.00104
"1623",1.622,0.00045,0.00254,0.0552,0.05741,0.00035,0.00209,0.04992,0.60763,1e-05,-0.60764,0.00087,0.00267,-0.00272,-0.00098,-5e-05,0.00103
"1624",1.623,0.00045,0.00253,0.05507,0.05727,0.00035,0.00208,0.0498,0.60763,1e-05,-0.60764,0.00086,0.00265,-0.0027,-0.00098,-5e-05,0.00103
"1625",1.624,0.00045,0.00252,0.05494,0.05713,0.00035,0.00207,0.04969,0.60763,1e-05,-0.60764,0.00086,0.00264,-0.00269,-0.00098,-5e-05,0.00103
"1626",1.625,0.00044,0.00251,0.05481,0.05699,0.00035,0.00206,0.04957,0.60763,1e-05,-0.60764,0.00085,0.00263,-0.00268,-0.00098,-5e-05,0.00103
"1627",1.626,0.00044,0.00249,0.05468,0.05685,0.00034,0.00206,0.04945,0.60763,1e-05,-0.60764,0.00085,0.00262,-0.00267,-0.00098,-5e-05,0.00102
"1628",1.627,0.00044,0.00248,0.05455,0.05671,0.00034,0.00205,0.04933,0.60763,1e-05,-0.60764,0.00084,0.00261,-0.00266,-0.00097,-5e-05,0.00102
"1629",1.628,0.00044,0.00247,0.05442,0.05657,0.00034,0.00204,0.04921,0.60763,1e-05,-0.60764,0.00084,0.00259,-0.00264,-0.00097,-5e-05,0.00102
"1630",1.629,0.00043,0.00246,0.05429,0.05643,0.00034,0.00203,0.0491,0.60763,1e-05,-0.60764,0.00083,0.00258,-0.00263,-0.00097,-5e-05,0.00102
"1631",1.63,0.00043,0.00245,0.05416,0.05629,0.00034,0.00202,0.04898,0.60763,1e-05,-0.60764,0.00083,0.00257,-0.00262,-0.00097,-5e-05,0.00101
"1632",1.631,0.00043,0.00244,0.05403,0.05615,0.00034,0.00201,0.04886,0.60762,1e-05,-0.60764,0.00082,0.00256,-0.00261,-0.00096,-5e-05,0.00101
"1633",1.632,0.00043,0.00243,0.0539,0.05602,0.00033,0.002,0.04875,0.60762,1e-05,-0.60763,0.00082,0.00255,-0.0026,-0.00096,-5e-05,0.00101
"1634",1.633,0.00042,0.00242,0.05378,0.05588,0.00033,0.00199,0.04863,0.60762,1e-05,-0.60763,0.00081,0.00254,-0.00258,-0.00096,-5e-05,0.00101
"1635",1.634,0.00042,0.00241,0.05365,0.05574,0.00033,0.00198,0.04852,0.60762,1e-05,-0.60763,0.00081,0.00253,-0.00257,-0.00096,-5e-05,0.001
"1636",1.635,0.00042,0.0024,0.05352,0.0556,0.00033,0.00197,0.0484,0.60762,1e-05,-0.60763,8e-04,0.00251,-0.00256,-0.00095,-5e-05,0.001
"1637",1.636,0.00042,0.00238,0.05339,0.05547,0.00033,0.00196,0.04828,0.60762,1e-05,-0.60763,8e-04,0.0025,-0.00255,-0.00095,-5e-05,0.001
"1638",1.637,0.00042,0.00237,0.05327,0.05533,0.00032,0.00196,0.04817,0.60762,1e-05,-0.60763,0.00079,0.00249,-0.00254,-0.00095,-5e-05,0.001
"1639",1.638,0.00041,0.00236,0.05314,0.05519,0.00032,0.00195,0.04805,0.60762,1e-05,-0.60763,0.00079,0.00248,-0.00253,-0.00095,-5e-05,0.00099
"1640",1.639,0.00041,0.00235,0.05301,0.05506,0.00032,0.00194,0.04794,0.60762,1e-05,-0.60763,0.00079,0.00247,-0.00252,-0.00094,-5e-05,0.00099
"1641",1.64,0.00041,0.00234,0.05289,0.05492,0.00032,0.00193,0.04783,0.60762,1e-05,-0.60763,0.00078,0.00246,-0.0025,-0.00094,-5e-05,0.00099
"1642",1.641,0.00041,0.00233,0.05276,0.05479,0.00032,0.00192,0.04771,0.60762,1e-05,-0.60763,0.00078,0.00245,-0.00249,-0.00094,-5e-05,0.00099
"1643",1.642,4e-04,0.00232,0.05264,0.05465,0.00031,0.00191,0.0476,0.60761,1e-05,-0.60762,0.00077,0.00244,-0.00248,-0.00094,-5e-05,0.00098
"1644",1.643,4e-04,0.00231,0.05251,0.05452,0.00031,0.0019,0.04749,0.60761,1e-05,-0.60762,0.00077,0.00243,-0.00247,-0.00094,-5e-05,0.00098
"1645",1.644,4e-04,0.0023,0.05239,0.05438,0.00031,0.0019,0.04737,0.60761,1e-05,-0.60762,0.00076,0.00241,-0.00246,-0.00093,-5e-05,0.00098
"1646",1.645,4e-04,0.00229,0.05226,0.05425,0.00031,0.00189,0.04726,0.60761,1e-05,-0.60762,0.00076,0.0024,-0.00245,-0.00093,-5e-05,0.00098
"1647",1.646,0.00039,0.00228,0.05214,0.05411,0.00031,0.00188,0.04715,0.60761,1e-05,-0.60762,0.00075,0.00239,-0.00244,-0.00093,-5e-05,0.00097
"1648",1.647,0.00039,0.00227,0.05202,0.05398,0.00031,0.00187,0.04703,0.60761,1e-05,-0.60762,0.00075,0.00238,-0.00243,-0.00093,-4e-05,0.00097
"1649",1.648,0.00039,0.00226,0.05189,0.05385,3e-04,0.00186,0.04692,0.60761,1e-05,-0.60762,0.00075,0.00237,-0.00242,-0.00092,-4e-05,0.00097
"1650",1.649,0.00039,0.00225,0.05177,0.05371,3e-04,0.00185,0.04681,0.60761,1e-05,-0.60762,0.00074,0.00236,-0.00241,-0.00092,-4e-05,0.00097
"1651",1.65,0.00039,0.00224,0.05165,0.05358,3e-04,0.00185,0.0467,0.60761,1e-05,-0.60762,0.00074,0.00235,-0.00239,-0.00092,-4e-05,0.00096
"1652",1.651,0.00038,0.00223,0.05152,0.05345,3e-04,0.00184,0.04659,0.60761,1e-05,-0.60762,0.00073,0.00234,-0.00238,-0.00092,-4e-05,0.00096
"1653",1.652,0.00038,0.00222,0.0514,0.05332,3e-04,0.00183,0.04648,0.60761,1e-05,-0.60762,0.00073,0.00233,-0.00237,-0.00091,-4e-05,0.00096
"1654",1.653,0.00038,0.00221,0.05128,0.05319,3e-04,0.00182,0.04637,0.6076,1e-05,-0.60761,0.00073,0.00232,-0.00236,-0.00091,-4e-05,0.00096
"1655",1.654,0.00038,0.0022,0.05116,0.05306,0.00029,0.00181,0.04625,0.6076,1e-05,-0.60761,0.00072,0.00231,-0.00235,-0.00091,-4e-05,0.00095
"1656",1.655,0.00037,0.00219,0.05103,0.05293,0.00029,0.0018,0.04614,0.6076,1e-05,-0.60761,0.00072,0.0023,-0.00234,-0.00091,-4e-05,0.00095
"1657",1.656,0.00037,0.00218,0.05091,0.0528,0.00029,0.0018,0.04603,0.6076,1e-05,-0.60761,0.00071,0.00229,-0.00233,-9e-04,-4e-05,0.00095
"1658",1.657,0.00037,0.00217,0.05079,0.05267,0.00029,0.00179,0.04592,0.6076,1e-05,-0.60761,0.00071,0.00228,-0.00232,-9e-04,-4e-05,0.00095
"1659",1.658,0.00037,0.00216,0.05067,0.05254,0.00029,0.00178,0.04581,0.6076,1e-05,-0.60761,0.00071,0.00227,-0.00231,-9e-04,-4e-05,0.00094
"1660",1.659,0.00037,0.00215,0.05055,0.05241,0.00029,0.00177,0.04571,0.6076,1e-05,-0.60761,7e-04,0.00226,-0.0023,-9e-04,-4e-05,0.00094
"1661",1.66,0.00036,0.00214,0.05043,0.05228,0.00028,0.00176,0.0456,0.6076,1e-05,-0.60761,7e-04,0.00225,-0.00229,-9e-04,-4e-05,0.00094
"1662",1.661,0.00036,0.00213,0.05031,0.05215,0.00028,0.00176,0.04549,0.6076,1e-05,-0.60761,0.00069,0.00224,-0.00228,-0.00089,-4e-05,0.00093
"1663",1.662,0.00036,0.00212,0.05019,0.05202,0.00028,0.00175,0.04538,0.6076,1e-05,-0.60761,0.00069,0.00223,-0.00227,-0.00089,-4e-05,0.00093
"1664",1.663,0.00036,0.00211,0.05007,0.05189,0.00028,0.00174,0.04527,0.6076,1e-05,-0.6076,0.00069,0.00222,-0.00226,-0.00089,-4e-05,0.00093
"1665",1.664,0.00036,0.0021,0.04995,0.05176,0.00028,0.00173,0.04516,0.60759,1e-05,-0.6076,0.00068,0.00221,-0.00225,-0.00089,-4e-05,0.00093
"1666",1.665,0.00035,0.00209,0.04983,0.05164,0.00028,0.00173,0.04506,0.60759,1e-05,-0.6076,0.00068,0.0022,-0.00224,-0.00088,-4e-05,0.00092
"1667",1.666,0.00035,0.00208,0.04971,0.05151,0.00027,0.00172,0.04495,0.60759,1e-05,-0.6076,0.00067,0.00219,-0.00223,-0.00088,-4e-05,0.00092
"1668",1.667,0.00035,0.00207,0.0496,0.05138,0.00027,0.00171,0.04484,0.60759,1e-05,-0.6076,0.00067,0.00218,-0.00222,-0.00088,-4e-05,0.00092
"1669",1.668,0.00035,0.00207,0.04948,0.05126,0.00027,0.0017,0.04473,0.60759,1e-05,-0.6076,0.00067,0.00217,-0.00221,-0.00088,-4e-05,0.00092
"1670",1.669,0.00035,0.00206,0.04936,0.05113,0.00027,0.00169,0.04463,0.60759,1e-05,-0.6076,0.00066,0.00216,-0.0022,-0.00087,-4e-05,0.00091
"1671",1.67,0.00034,0.00205,0.04924,0.051,0.00027,0.00169,0.04452,0.60759,1e-05,-0.6076,0.00066,0.00215,-0.00219,-0.00087,-4e-05,0.00091
"1672",1.671,0.00034,0.00204,0.04913,0.05088,0.00027,0.00168,0.04441,0.60759,1e-05,-0.6076,0.00065,0.00214,-0.00218,-0.00087,-4e-05,0.00091
"1673",1.672,0.00034,0.00203,0.04901,0.05075,0.00027,0.00167,0.04431,0.60759,1e-05,-0.6076,0.00065,0.00213,-0.00217,-0.00087,-4e-05,0.00091
"1674",1.673,0.00034,0.00202,0.04889,0.05063,0.00026,0.00166,0.0442,0.60759,1e-05,-0.6076,0.00065,0.00212,-0.00216,-0.00086,-4e-05,9e-04
"1675",1.674,0.00034,0.00201,0.04878,0.0505,0.00026,0.00166,0.0441,0.60759,1e-05,-0.60759,0.00064,0.00211,-0.00215,-0.00086,-4e-05,9e-04
"1676",1.675,0.00033,0.002,0.04866,0.05038,0.00026,0.00165,0.04399,0.60758,1e-05,-0.60759,0.00064,0.0021,-0.00214,-0.00086,-4e-05,9e-04
"1677",1.676,0.00033,0.00199,0.04854,0.05025,0.00026,0.00164,0.04389,0.60758,1e-05,-0.60759,0.00064,0.00209,-0.00213,-0.00086,-4e-05,9e-04
"1678",1.677,0.00033,0.00198,0.04843,0.05013,0.00026,0.00163,0.04378,0.60758,1e-05,-0.60759,0.00063,0.00208,-0.00212,-0.00086,-4e-05,0.00089
"1679",1.678,0.00033,0.00197,0.04831,0.05001,0.00026,0.00163,0.04368,0.60758,1e-05,-0.60759,0.00063,0.00207,-0.00211,-0.00085,-4e-05,0.00089
"1680",1.679,0.00033,0.00197,0.0482,0.04988,0.00026,0.00162,0.04357,0.60758,1e-05,-0.60759,0.00063,0.00206,-0.0021,-0.00085,-4e-05,0.00089
"1681",1.68,0.00032,0.00196,0.04808,0.04976,0.00025,0.00161,0.04347,0.60758,1e-05,-0.60759,0.00062,0.00205,-0.00209,-0.00085,-4e-05,0.00089
"1682",1.681,0.00032,0.00195,0.04797,0.04964,0.00025,0.00161,0.04336,0.60758,1e-05,-0.60759,0.00062,0.00205,-0.00208,-0.00085,-4e-05,0.00088
"1683",1.682,0.00032,0.00194,0.04785,0.04951,0.00025,0.0016,0.04326,0.60758,1e-05,-0.60759,0.00062,0.00204,-0.00207,-0.00084,-4e-05,0.00088
"1684",1.683,0.00032,0.00193,0.04774,0.04939,0.00025,0.00159,0.04316,0.60758,1e-05,-0.60759,0.00061,0.00203,-0.00206,-0.00084,-4e-05,0.00088
"1685",1.684,0.00032,0.00192,0.04763,0.04927,0.00025,0.00158,0.04305,0.60758,1e-05,-0.60759,0.00061,0.00202,-0.00206,-0.00084,-4e-05,0.00088
"1686",1.685,0.00032,0.00191,0.04751,0.04915,0.00025,0.00158,0.04295,0.60758,1e-05,-0.60758,6e-04,0.00201,-0.00205,-0.00084,-4e-05,0.00087
"1687",1.686,0.00031,0.00191,0.0474,0.04903,0.00025,0.00157,0.04285,0.60758,1e-05,-0.60758,6e-04,0.002,-0.00204,-0.00083,-4e-05,0.00087
"1688",1.687,0.00031,0.0019,0.04729,0.04891,0.00024,0.00156,0.04275,0.60757,1e-05,-0.60758,6e-04,0.00199,-0.00203,-0.00083,-4e-05,0.00087
"1689",1.688,0.00031,0.00189,0.04717,0.04879,0.00024,0.00156,0.04264,0.60757,1e-05,-0.60758,0.00059,0.00198,-0.00202,-0.00083,-4e-05,0.00087
"1690",1.689,0.00031,0.00188,0.04706,0.04867,0.00024,0.00155,0.04254,0.60757,1e-05,-0.60758,0.00059,0.00197,-0.00201,-0.00083,-4e-05,0.00086
"1691",1.69,0.00031,0.00187,0.04695,0.04855,0.00024,0.00154,0.04244,0.60757,1e-05,-0.60758,0.00059,0.00196,-0.002,-0.00083,-4e-05,0.00086
"1692",1.691,0.00031,0.00186,0.04684,0.04843,0.00024,0.00154,0.04234,0.60757,1e-05,-0.60758,0.00058,0.00196,-0.00199,-0.00082,-4e-05,0.00086
"1693",1.692,3e-04,0.00185,0.04673,0.04831,0.00024,0.00153,0.04224,0.60757,1e-05,-0.60758,0.00058,0.00195,-0.00198,-0.00082,-4e-05,0.00086
"1694",1.693,3e-04,0.00185,0.04662,0.04819,0.00024,0.00152,0.04214,0.60757,1e-05,-0.60758,0.00058,0.00194,-0.00197,-0.00082,-4e-05,0.00086
"1695",1.694,3e-04,0.00184,0.0465,0.04807,0.00023,0.00151,0.04204,0.60757,1e-05,-0.60758,0.00057,0.00193,-0.00197,-0.00082,-4e-05,0.00085
"1696",1.695,3e-04,0.00183,0.04639,0.04795,0.00023,0.00151,0.04194,0.60757,1e-05,-0.60758,0.00057,0.00192,-0.00196,-0.00081,-4e-05,0.00085
"1697",1.696,3e-04,0.00182,0.04628,0.04783,0.00023,0.0015,0.04184,0.60757,1e-05,-0.60758,0.00057,0.00191,-0.00195,-0.00081,-4e-05,0.00085
"1698",1.697,3e-04,0.00181,0.04617,0.04772,0.00023,0.00149,0.04174,0.60757,1e-05,-0.60757,0.00056,0.0019,-0.00194,-0.00081,-4e-05,0.00085
"1699",1.698,0.00029,0.00181,0.04606,0.0476,0.00023,0.00149,0.04164,0.60757,1e-05,-0.60757,0.00056,0.00189,-0.00193,-0.00081,-4e-05,0.00084
"1700",1.699,0.00029,0.0018,0.04595,0.04748,0.00023,0.00148,0.04154,0.60756,1e-05,-0.60757,0.00056,0.00189,-0.00192,-8e-04,-4e-05,0.00084
"1701",1.7,0.00029,0.00179,0.04584,0.04736,0.00023,0.00147,0.04144,0.60756,1e-05,-0.60757,0.00056,0.00188,-0.00191,-8e-04,-4e-05,0.00084
"1702",1.701,0.00029,0.00178,0.04573,0.04725,0.00023,0.00147,0.04134,0.60756,1e-05,-0.60757,0.00055,0.00187,-0.0019,-8e-04,-4e-05,0.00084
"1703",1.702,0.00029,0.00177,0.04562,0.04713,0.00022,0.00146,0.04124,0.60756,1e-05,-0.60757,0.00055,0.00186,-0.0019,-8e-04,-4e-05,0.00083
"1704",1.703,0.00029,0.00177,0.04552,0.04701,0.00022,0.00145,0.04114,0.60756,1e-05,-0.60757,0.00055,0.00185,-0.00189,-8e-04,-3e-05,0.00083
"1705",1.704,0.00028,0.00176,0.04541,0.0469,0.00022,0.00145,0.04104,0.60756,1e-05,-0.60757,0.00054,0.00184,-0.00188,-0.00079,-3e-05,0.00083
"1706",1.705,0.00028,0.00175,0.0453,0.04678,0.00022,0.00144,0.04094,0.60756,1e-05,-0.60757,0.00054,0.00184,-0.00187,-0.00079,-3e-05,0.00083
"1707",1.706,0.00028,0.00174,0.04519,0.04667,0.00022,0.00144,0.04084,0.60756,1e-05,-0.60757,0.00054,0.00183,-0.00186,-0.00079,-3e-05,0.00082
"1708",1.707,0.00028,0.00173,0.04508,0.04655,0.00022,0.00143,0.04075,0.60756,1e-05,-0.60757,0.00053,0.00182,-0.00185,-0.00079,-3e-05,0.00082
"1709",1.708,0.00028,0.00173,0.04497,0.04644,0.00022,0.00142,0.04065,0.60756,1e-05,-0.60757,0.00053,0.00181,-0.00185,-0.00078,-3e-05,0.00082
"1710",1.709,0.00028,0.00172,0.04487,0.04632,0.00022,0.00142,0.04055,0.60756,1e-05,-0.60756,0.00053,0.0018,-0.00184,-0.00078,-3e-05,0.00082
"1711",1.71,0.00027,0.00171,0.04476,0.04621,0.00021,0.00141,0.04046,0.60756,1e-05,-0.60756,0.00052,0.0018,-0.00183,-0.00078,-3e-05,0.00081
"1712",1.711,0.00027,0.0017,0.04465,0.0461,0.00021,0.0014,0.04036,0.60756,1e-05,-0.60756,0.00052,0.00179,-0.00182,-0.00078,-3e-05,0.00081
"1713",1.712,0.00027,0.0017,0.04455,0.04598,0.00021,0.0014,0.04026,0.60755,1e-05,-0.60756,0.00052,0.00178,-0.00181,-0.00078,-3e-05,0.00081
"1714",1.713,0.00027,0.00169,0.04444,0.04587,0.00021,0.00139,0.04017,0.60755,1e-05,-0.60756,0.00052,0.00177,-0.0018,-0.00077,-3e-05,0.00081
"1715",1.714,0.00027,0.00168,0.04433,0.04576,0.00021,0.00138,0.04007,0.60755,1e-05,-0.60756,0.00051,0.00176,-0.0018,-0.00077,-3e-05,8e-04
"1716",1.715,0.00027,0.00167,0.04423,0.04564,0.00021,0.00138,0.03997,0.60755,1e-05,-0.60756,0.00051,0.00176,-0.00179,-0.00077,-3e-05,8e-04
"1717",1.716,0.00026,0.00167,0.04412,0.04553,0.00021,0.00137,0.03988,0.60755,1e-05,-0.60756,0.00051,0.00175,-0.00178,-0.00077,-3e-05,8e-04
"1718",1.717,0.00026,0.00166,0.04402,0.04542,0.00021,0.00137,0.03978,0.60755,1e-05,-0.60756,5e-04,0.00174,-0.00177,-0.00076,-3e-05,8e-04
"1719",1.718,0.00026,0.00165,0.04391,0.04531,2e-04,0.00136,0.03969,0.60755,1e-05,-0.60756,5e-04,0.00173,-0.00176,-0.00076,-3e-05,0.00079
"1720",1.719,0.00026,0.00164,0.04381,0.0452,2e-04,0.00135,0.03959,0.60755,1e-05,-0.60756,5e-04,0.00172,-0.00176,-0.00076,-3e-05,0.00079
"1721",1.72,0.00026,0.00164,0.0437,0.04508,2e-04,0.00135,0.0395,0.60755,1e-05,-0.60756,5e-04,0.00172,-0.00175,-0.00076,-3e-05,0.00079
"1722",1.721,0.00026,0.00163,0.0436,0.04497,2e-04,0.00134,0.0394,0.60755,1e-05,-0.60755,0.00049,0.00171,-0.00174,-0.00076,-3e-05,0.00079
"1723",1.722,0.00026,0.00162,0.04349,0.04486,2e-04,0.00134,0.03931,0.60755,1e-05,-0.60755,0.00049,0.0017,-0.00173,-0.00075,-3e-05,0.00079
"1724",1.723,0.00025,0.00161,0.04339,0.04475,2e-04,0.00133,0.03921,0.60755,1e-05,-0.60755,0.00049,0.00169,-0.00173,-0.00075,-3e-05,0.00078
"1725",1.724,0.00025,0.00161,0.04329,0.04464,2e-04,0.00132,0.03912,0.60755,1e-05,-0.60755,0.00048,0.00169,-0.00172,-0.00075,-3e-05,0.00078
"1726",1.725,0.00025,0.0016,0.04318,0.04453,2e-04,0.00132,0.03903,0.60754,1e-05,-0.60755,0.00048,0.00168,-0.00171,-0.00075,-3e-05,0.00078
"1727",1.726,0.00025,0.00159,0.04308,0.04442,2e-04,0.00131,0.03893,0.60754,1e-05,-0.60755,0.00048,0.00167,-0.0017,-0.00074,-3e-05,0.00078
"1728",1.727,0.00025,0.00158,0.04298,0.04431,0.00019,0.00131,0.03884,0.60754,1e-05,-0.60755,0.00048,0.00166,-0.00169,-0.00074,-3e-05,0.00077
"1729",1.728,0.00025,0.00158,0.04287,0.0442,0.00019,0.0013,0.03875,0.60754,1e-05,-0.60755,0.00047,0.00166,-0.00169,-0.00074,-3e-05,0.00077
"1730",1.729,0.00025,0.00157,0.04277,0.04409,0.00019,0.00129,0.03865,0.60754,1e-05,-0.60755,0.00047,0.00165,-0.00168,-0.00074,-3e-05,0.00077
"1731",1.73,0.00024,0.00156,0.04267,0.04399,0.00019,0.00129,0.03856,0.60754,1e-05,-0.60755,0.00047,0.00164,-0.00167,-0.00074,-3e-05,0.00077
"1732",1.731,0.00024,0.00156,0.04257,0.04388,0.00019,0.00128,0.03847,0.60754,1e-05,-0.60755,0.00047,0.00163,-0.00166,-0.00073,-3e-05,0.00076
"1733",1.732,0.00024,0.00155,0.04247,0.04377,0.00019,0.00128,0.03838,0.60754,1e-05,-0.60755,0.00046,0.00163,-0.00166,-0.00073,-3e-05,0.00076
"1734",1.733,0.00024,0.00154,0.04236,0.04366,0.00019,0.00127,0.03828,0.60754,1e-05,-0.60755,0.00046,0.00162,-0.00165,-0.00073,-3e-05,0.00076
"1735",1.734,0.00024,0.00154,0.04226,0.04355,0.00019,0.00127,0.03819,0.60754,1e-05,-0.60754,0.00046,0.00161,-0.00164,-0.00073,-3e-05,0.00076
"1736",1.735,0.00024,0.00153,0.04216,0.04345,0.00019,0.00126,0.0381,0.60754,1e-05,-0.60754,0.00045,0.0016,-0.00163,-0.00072,-3e-05,0.00076
"1737",1.736,0.00024,0.00152,0.04206,0.04334,0.00018,0.00125,0.03801,0.60754,1e-05,-0.60754,0.00045,0.0016,-0.00163,-0.00072,-3e-05,0.00075
"1738",1.737,0.00023,0.00152,0.04196,0.04323,0.00018,0.00125,0.03792,0.60754,1e-05,-0.60754,0.00045,0.00159,-0.00162,-0.00072,-3e-05,0.00075
"1739",1.738,0.00023,0.00151,0.04186,0.04313,0.00018,0.00124,0.03783,0.60754,1e-05,-0.60754,0.00045,0.00158,-0.00161,-0.00072,-3e-05,0.00075
"1740",1.739,0.00023,0.0015,0.04176,0.04302,0.00018,0.00124,0.03774,0.60753,1e-05,-0.60754,0.00044,0.00158,-0.00161,-0.00072,-3e-05,0.00075
"1741",1.74,0.00023,0.00149,0.04166,0.04291,0.00018,0.00123,0.03765,0.60753,1e-05,-0.60754,0.00044,0.00157,-0.0016,-0.00071,-3e-05,0.00074
"1742",1.741,0.00023,0.00149,0.04156,0.04281,0.00018,0.00123,0.03756,0.60753,1e-05,-0.60754,0.00044,0.00156,-0.00159,-0.00071,-3e-05,0.00074
"1743",1.742,0.00023,0.00148,0.04146,0.0427,0.00018,0.00122,0.03747,0.60753,1e-05,-0.60754,0.00044,0.00156,-0.00158,-0.00071,-3e-05,0.00074
"1744",1.743,0.00023,0.00147,0.04136,0.0426,0.00018,0.00122,0.03738,0.60753,1e-05,-0.60754,0.00043,0.00155,-0.00158,-0.00071,-3e-05,0.00074
"1745",1.744,0.00023,0.00147,0.04126,0.04249,0.00018,0.00121,0.03729,0.60753,1e-05,-0.60754,0.00043,0.00154,-0.00157,-0.00071,-3e-05,0.00073
"1746",1.745,0.00022,0.00146,0.04116,0.04239,0.00018,0.0012,0.0372,0.60753,1e-05,-0.60754,0.00043,0.00153,-0.00156,-7e-04,-3e-05,0.00073
"1747",1.746,0.00022,0.00146,0.04107,0.04228,0.00017,0.0012,0.03711,0.60753,1e-05,-0.60754,0.00043,0.00153,-0.00156,-7e-04,-3e-05,0.00073
"1748",1.747,0.00022,0.00145,0.04097,0.04218,0.00017,0.00119,0.03702,0.60753,1e-05,-0.60754,0.00042,0.00152,-0.00155,-7e-04,-3e-05,0.00073
"1749",1.748,0.00022,0.00144,0.04087,0.04207,0.00017,0.00119,0.03693,0.60753,1e-05,-0.60753,0.00042,0.00151,-0.00154,-7e-04,-3e-05,0.00073
"1750",1.749,0.00022,0.00144,0.04077,0.04197,0.00017,0.00118,0.03684,0.60753,1e-05,-0.60753,0.00042,0.00151,-0.00154,-7e-04,-3e-05,0.00072
"1751",1.75,0.00022,0.00143,0.04067,0.04187,0.00017,0.00118,0.03675,0.60753,1e-05,-0.60753,0.00042,0.0015,-0.00153,-0.00069,-3e-05,0.00072
"1752",1.751,0.00022,0.00142,0.04058,0.04176,0.00017,0.00117,0.03666,0.60753,1e-05,-0.60753,0.00042,0.00149,-0.00152,-0.00069,-3e-05,0.00072
