"times","A_flux","B_flux","AB_flux","inert_flux","A_concentration","B_concentration","AB_concentration","AZ_concentration","BZ_concentration","Z_concentration","A_rate","B_rate","AB_rate","AZ_rate","BZ_rate","Z_rate"
1.383,0.00046,0.0166,0.08693,0.10354,0.00035,0.01402,0.07926,0.87397,0,-0.87397,0.00131,0.01225,-0.01225,-0.00962,0,0.00962
1.384,0.00046,0.01654,0.08674,0.10328,0.00035,0.01396,0.07909,0.87396,0,-0.87396,0.0013,0.0122,-0.0122,-0.00959,0,0.00959
1.385,0.00046,0.01647,0.08656,0.10303,0.00034,0.01391,0.07891,0.87395,0,-0.87395,0.0013,0.01215,-0.01215,-0.00956,0,0.00956
1.386,0.00046,0.01641,0.08637,0.10278,0.00034,0.01385,0.07874,0.87394,0,-0.87394,0.00129,0.0121,-0.0121,-0.00953,0,0.00953
1.387,0.00045,0.01634,0.08618,0.10252,0.00034,0.0138,0.07856,0.87393,0,-0.87393,0.00128,0.01206,-0.01206,-0.0095,0,0.0095
1.388,0.00045,0.01628,0.08599,0.10227,0.00034,0.01374,0.07839,0.87392,0,-0.87392,0.00127,0.01201,-0.01201,-0.00947,0,0.00947
1.389,0.00045,0.01622,0.0858,0.10202,0.00033,0.01369,0.07822,0.87391,0,-0.87391,0.00126,0.01196,-0.01196,-0.00944,0,0.00944
1.39,0.00044,0.01615,0.08561,0.10177,0.00033,0.01363,0.07805,0.8739,0,-0.8739,0.00125,0.01191,-0.01191,-0.00941,0,0.00941
1.391,0.00044,0.01609,0.08543,0.10152,0.00033,0.01358,0.07787,0.87389,0,-0.87389,0.00125,0.01187,-0.01187,-0.00938,0,0.00938
1.392,0.00044,0.01602,0.08524,0.10127,0.00033,0.01353,0.0777,0.87388,0,-0.87388,0.00124,0.01182,-0.01182,-0.00934,0,0.00934
1.393,0.00043,0.01596,0.08505,0.10102,0.00033,0.01347,0.07753,0.87387,0,-0.87387,0.00123,0.01177,-0.01177,-0.00931,0,0.00931
1.394,0.00043,0.0159,0.08487,0.10077,0.00032,0.01342,0.07736,0.87386,0,-0.87386,0.00122,0.01173,-0.01173,-0.00928,0,0.00928
1.395,0.00043,0.01584,0.08468,0.10052,0.00032,0.01337,0.07719,0.87385,0,-0.87385,0.00121,0.01168,-0.01168,-0.00925,0,0.00925
1.396,0.00043,0.01577,0.0845,0.10027,0.00032,0.01331,0.07702,0.87384,0,-0.87384,0.00121,0.01163,-0.01163,-0.00922,0,0.00922
1.397,0.00042,0.01571,0.08431,0.10002,0.00032,0.01326,0.07685,0.87384,0,-0.87384,0.0012,0.01159,-0.01159,-0.00919,0,0.00919
1.398,0.00042,0.01565,0.08413,0.09978,0.00032,0.01321,0.07668,0.87383,0,-0.87383,0.00119,0.01154,-0.01154,-0.00916,0,0.00916
1.399,0.00042,0.01559,0.08394,0.09953,0.00031,0.01316,0.07651,0.87382,0,-0.87382,0.00118,0.0115,-0.0115,-0.00913,0,0.00913
1.4,0.00042,0.01553,0.08376,0.09929,0.00031,0.0131,0.07634,0.87381,0,-0.87381,0.00117,0.01145,-0.01145,-0.0091,0,0.0091
1.401,0.00041,0.01546,0.08358,0.09904,0.00031,0.01305,0.07617,0.8738,0,-0.8738,0.00117,0.01141,-0.01141,-0.00907,0,0.00907
1.402,0.00041,0.0154,0.08339,0.0988,0.00031,0.013,0.076,0.87379,0,-0.87379,0.00116,0.01136,-0.01136,-0.00904,0,0.00904
1.403,0.00041,0.01534,0.08321,0.09855,3e-04,0.01295,0.07583,0.87378,0,-0.87378,0.00115,0.01132,-0.01132,-0.00901,0,0.00901
1.404,4e-04,0.01528,0.08303,0.09831,3e-04,0.0129,0.07567,0.87377,0,-0.87377,0.00114,0.01127,-0.01127,-0.00898,0,0.00898
1.405,4e-04,0.01522,0.08285,0.09807,3e-04,0.01285,0.0755,0.87376,0,-0.87376,0.00114,0.01123,-0.01123,-0.00895,0,0.00895
1.406,4e-04,0.01516,0.08267,0.09783,3e-04,0.0128,0.07533,0.87375,0,-0.87375,0.00113,0.01118,-0.01118,-0.00893,0,0.00893
1.407,4e-04,0.0151,0.08248,0.09759,3e-04,0.01275,0.07517,0.87375,0,-0.87375,0.00112,0.01114,-0.01114,-0.0089,0,0.0089
1.408,0.00039,0.01504,0.0823,0.09735,3e-04,0.0127,0.075,0.87374,0,-0.87374,0.00111,0.01109,-0.01109,-0.00887,0,0.00887
1.409,0.00039,0.01498,0.08212,0.09711,0.00029,0.01265,0.07483,0.87373,0,-0.87373,0.00111,0.01105,-0.01105,-0.00884,0,0.00884
1.41,0.00039,0.01492,0.08194,0.09687,0.00029,0.0126,0.07467,0.87372,0,-0.87372,0.0011,0.01101,-0.01101,-0.00881,0,0.00881
1.411,0.00039,0.01486,0.08176,0.09663,0.00029,0.01255,0.0745,0.87371,0,-0.87371,0.00109,0.01096,-0.01096,-0.00878,0,0.00878
1.412,0.00038,0.01481,0.08158,0.09639,0.00029,0.0125,0.07434,0.8737,0,-0.8737,0.00108,0.01092,-0.01092,-0.00875,0,0.00875
1.413,0.00038,0.01475,0.0814,0.09615,0.00029,0.01245,0.07417,0.87369,0,-0.87369,0.00108,0.01088,-0.01088,-0.00872,0,0.00872
1.414,0.00038,0.01469,0.08123,0.09592,0.00028,0.0124,0.07401,0.87368,0,-0.87368,0.00107,0.01083,-0.01083,-0.00869,0,0.00869
1.415,0.00038,0.01463,0.08105,0.09568,0.00028,0.01235,0.07384,0.87367,0,-0.87367,0.00106,0.01079,-0.01079,-0.00866,0,0.00866
1.416,0.00037,0.01457,0.08087,0.09544,0.00028,0.0123,0.07368,0.87367,0,-0.87367,0.00106,0.01075,-0.01075,-0.00863,0,0.00863
1.417,0.00037,0.01452,0.08069,0.09521,0.00028,0.01225,0.07352,0.87366,0,-0.87366,0.00105,0.01071,-0.01071,-0.00861,0,0.00861
1.418,0.00037,0.01446,0.08051,0.09497,0.00028,0.0122,0.07335,0.87365,0,-0.87365,0.00104,0.01066,-0.01066,-0.00858,0,0.00858
1.419,0.00037,0.0144,0.08034,0.09474,0.00027,0.01216,0.07319,0.87364,0,-0.87364,0.00104,0.01062,-0.01062,-0.00855,0,0.00855
1.42,0.00036,0.01435,0.08016,0.09451,0.00027,0.01211,0.07303,0.87363,0,-0.87363,0.00103,0.01058,-0.01058,-0.00852,0,0.00852
1.421,0.00036,0.01429,0.07998,0.09427,0.00027,0.01206,0.07287,0.87362,0,-0.87362,0.00102,0.01054,-0.01054,-0.00849,0,0.00849
1.422,0.00036,0.01423,0.07981,0.09404,0.00027,0.01201,0.07271,0.87362,0,-0.87362,0.00102,0.0105,-0.0105,-0.00846,0,0.00846
1.423,0.00036,0.01418,0.07963,0.09381,0.00027,0.01197,0.07254,0.87361,0,-0.87361,0.00101,0.01045,-0.01045,-0.00844,0,0.00844
1.424,0.00035,0.01412,0.07946,0.09358,0.00027,0.01192,0.07238,0.8736,0,-0.8736,0.001,0.01041,-0.01041,-0.00841,0,0.00841
1.425,0.00035,0.01406,0.07928,0.09335,0.00026,0.01187,0.07222,0.87359,0,-0.87359,0.001,0.01037,-0.01037,-0.00838,0,0.00838
1.426,0.00035,0.01401,0.07911,0.09312,0.00026,0.01182,0.07206,0.87358,0,-0.87358,0.00099,0.01033,-0.01033,-0.00835,0,0.00835
1.427,0.00035,0.01395,0.07893,0.09289,0.00026,0.01178,0.0719,0.87357,0,-0.87357,0.00098,0.01029,-0.01029,-0.00832,0,0.00832
1.428,0.00035,0.0139,0.07876,0.09266,0.00026,0.01173,0.07174,0.87356,0,-0.87356,0.00098,0.01025,-0.01025,-0.0083,0,0.0083
1.429,0.00034,0.01384,0.07859,0.09243,0.00026,0.01169,0.07158,0.87356,0,-0.87356,0.00097,0.01021,-0.01021,-0.00827,0,0.00827
1.43,0.00034,0.01379,0.07841,0.0922,0.00026,0.01164,0.07142,0.87355,0,-0.87355,0.00096,0.01017,-0.01017,-0.00824,0,0.00824
1.431,0.00034,0.01374,0.07824,0.09198,0.00025,0.01159,0.07127,0.87354,0,-0.87354,0.00096,0.01013,-0.01013,-0.00821,0,0.00821
1.432,0.00034,0.01368,0.07807,0.09175,0.00025,0.01155,0.07111,0.87353,0,-0.87353,0.00095,0.01009,-0.01009,-0.00819,0,0.00819
1.433,0.00033,0.01363,0.0779,0.09152,0.00025,0.0115,0.07095,0.87352,0,-0.87352,0.00094,0.01005,-0.01005,-0.00816,0,0.00816
1.434,0.00033,0.01357,0.07772,0.0913,0.00025,0.01146,0.07079,0.87352,0,-0.87352,0.00094,0.01001,-0.01001,-0.00813,0,0.00813
1.435,0.00033,0.01352,0.07755,0.09107,0.00025,0.01141,0.07063,0.87351,0,-0.87351,0.00093,0.00997,-0.00997,-0.0081,0,0.0081
1.436,0.00033,0.01347,0.07738,0.09085,0.00025,0.01137,0.07048,0.8735,0,-0.8735,0.00093,0.00993,-0.00993,-0.00808,0,0.00808
1.437,0.00033,0.01341,0.07721,0.09062,0.00024,0.01132,0.07032,0.87349,0,-0.87349,0.00092,0.00989,-0.00989,-0.00805,0,0.00805
1.438,0.00032,0.01336,0.07704,0.0904,0.00024,0.01128,0.07016,0.87348,0,-0.87348,0.00091,0.00985,-0.00985,-0.00802,0,0.00802
1.439,0.00032,0.01331,0.07687,0.09018,0.00024,0.01123,0.07001,0.87348,0,-0.87348,0.00091,0.00981,-0.00981,-0.008,0,0.008
1.44,0.00032,0.01326,0.0767,0.08996,0.00024,0.01119,0.06985,0.87347,0,-0.87347,9e-04,0.00977,-0.00977,-0.00797,0,0.00797
1.441,0.00032,0.0132,0.07653,0.08973,0.00024,0.01114,0.0697,0.87346,0,-0.87346,9e-04,0.00973,-0.00973,-0.00794,0,0.00794
1.442,0.00032,0.01315,0.07636,0.08951,0.00024,0.0111,0.06954,0.87345,0,-0.87345,0.00089,0.0097,-0.0097,-0.00792,0,0.00792
1.443,0.00031,0.0131,0.07619,0.08929,0.00023,0.01106,0.06939,0.87344,0,-0.87344,0.00088,0.00966,-0.00966,-0.00789,0,0.00789
1.444,0.00031,0.01305,0.07603,0.08907,0.00023,0.01101,0.06923,0.87344,0,-0.87344,0.00088,0.00962,-0.00962,-0.00786,0,0.00786
1.445,0.00031,0.013,0.07586,0.08885,0.00023,0.01097,0.06908,0.87343,0,-0.87343,0.00087,0.00958,-0.00958,-0.00784,0,0.00784
1.446,0.00031,0.01294,0.07569,0.08863,0.00023,0.01093,0.06892,0.87342,0,-0.87342,0.00087,0.00954,-0.00954,-0.00781,0,0.00781
1.447,3e-04,0.01289,0.07552,0.08842,0.00023,0.01088,0.06877,0.87341,0,-0.87341,0.00086,0.00951,-0.00951,-0.00778,0,0.00778
1.448,3e-04,0.01284,0.07536,0.0882,0.00023,0.01084,0.06862,0.8734,0,-0.8734,0.00086,0.00947,-0.00947,-0.00776,0,0.00776
1.449,3e-04,0.01279,0.07519,0.08798,0.00023,0.0108,0.06846,0.8734,0,-0.8734,0.00085,0.00943,-0.00943,-0.00773,0,0.00773
1.45,3e-04,0.01274,0.07502,0.08776,0.00022,0.01075,0.06831,0.87339,0,-0.87339,0.00084,0.00939,-0.00939,-0.0077,0,0.0077
1.451,3e-04,0.01269,0.07486,0.08755,0.00022,0.01071,0.06816,0.87338,0,-0.87338,0.00084,0.00936,-0.00936,-0.00768,0,0.00768
1.452,3e-04,0.01264,0.07469,0.08733,0.00022,0.01067,0.06801,0.87337,0,-0.87337,0.00083,0.00932,-0.00932,-0.00765,0,0.00765
1.453,0.00029,0.01259,0.07453,0.08712,0.00022,0.01063,0.06785,0.87337,0,-0.87337,0.00083,0.00928,-0.00928,-0.00763,0,0.00763
1.454,0.00029,0.01254,0.07436,0.0869,0.00022,0.01059,0.0677,0.87336,0,-0.87336,0.00082,0.00925,-0.00925,-0.0076,0,0.0076
1.455,0.00029,0.01249,0.0742,0.08669,0.00022,0.01054,0.06755,0.87335,0,-0.87335,0.00082,0.00921,-0.00921,-0.00757,0,0.00757
1.456,0.00029,0.01244,0.07403,0.08647,0.00022,0.0105,0.0674,0.87334,0,-0.87334,0.00081,0.00917,-0.00917,-0.00755,0,0.00755
1.457,0.00029,0.01239,0.07387,0.08626,0.00021,0.01046,0.06725,0.87334,0,-0.87334,0.00081,0.00914,-0.00914,-0.00752,0,0.00752
1.458,0.00028,0.01234,0.0737,0.08605,0.00021,0.01042,0.0671,0.87333,0,-0.87333,8e-04,0.0091,-0.0091,-0.0075,0,0.0075
1.459,0.00028,0.0123,0.07354,0.08584,0.00021,0.01038,0.06695,0.87332,0,-0.87332,8e-04,0.00906,-0.00906,-0.00747,0,0.00747
1.46,0.00028,0.01225,0.07338,0.08563,0.00021,0.01034,0.0668,0.87331,0,-0.87331,0.00079,0.00903,-0.00903,-0.00745,0,0.00745
1.461,0.00028,0.0122,0.07321,0.08541,0.00021,0.0103,0.06665,0.87331,0,-0.87331,0.00079,0.00899,-0.00899,-0.00742,0,0.00742
1.462,0.00028,0.01215,0.07305,0.0852,0.00021,0.01026,0.0665,0.8733,0,-0.8733,0.00078,0.00896,-0.00896,-0.0074,0,0.0074
1.463,0.00027,0.0121,0.07289,0.08499,0.00021,0.01022,0.06635,0.87329,0,-0.87329,0.00078,0.00892,-0.00892,-0.00737,0,0.00737
1.464,0.00027,0.01206,0.07273,0.08478,2e-04,0.01018,0.0662,0.87328,0,-0.87328,0.00077,0.00889,-0.00889,-0.00735,0,0.00735
1.465,0.00027,0.01201,0.07257,0.08458,2e-04,0.01014,0.06606,0.87328,0,-0.87328,0.00076,0.00885,-0.00885,-0.00732,0,0.00732
1.466,0.00027,0.01196,0.07241,0.08437,2e-04,0.0101,0.06591,0.87327,0,-0.87327,0.00076,0.00882,-0.00882,-0.0073,0,0.0073
1.467,0.00027,0.01191,0.07225,0.08416,2e-04,0.01006,0.06576,0.87326,0,-0.87326,0.00075,0.00878,-0.00878,-0.00727,0,0.00727
1.468,0.00027,0.01187,0.07209,0.08395,2e-04,0.01002,0.06561,0.87325,0,-0.87325,0.00075,0.00875,-0.00875,-0.00725,0,0.00725
1.469,0.00026,0.01182,0.07193,0.08374,2e-04,0.00998,0.06547,0.87325,0,-0.87325,0.00075,0.00871,-0.00871,-0.00722,0,0.00722
1.47,0.00026,0.01177,0.07177,0.08354,2e-04,0.00994,0.06532,0.87324,0,-0.87324,0.00074,0.00868,-0.00868,-0.0072,0,0.0072
1.471,0.00026,0.01173,0.07161,0.08333,0.00019,0.0099,0.06517,0.87323,0,-0.87323,0.00074,0.00864,-0.00864,-0.00717,0,0.00717
1.472,0.00026,0.01168,0.07145,0.08313,0.00019,0.00986,0.06503,0.87323,0,-0.87323,0.00073,0.00861,-0.00861,-0.00715,0,0.00715
1.473,0.00026,0.01163,0.07129,0.08292,0.00019,0.00982,0.06488,0.87322,0,-0.87322,0.00073,0.00858,-0.00858,-0.00712,0,0.00712
1.474,0.00026,0.01159,0.07113,0.08272,0.00019,0.00978,0.06474,0.87321,0,-0.87321,0.00072,0.00854,-0.00854,-0.0071,0,0.0071
1.475,0.00025,0.01154,0.07097,0.08251,0.00019,0.00974,0.06459,0.8732,0,-0.8732,0.00072,0.00851,-0.00851,-0.00708,0,0.00708
1.476,0.00025,0.0115,0.07081,0.08231,0.00019,0.0097,0.06445,0.8732,0,-0.8732,0.00071,0.00847,-0.00847,-0.00705,0,0.00705
1.477,0.00025,0.01145,0.07066,0.08211,0.00019,0.00967,0.0643,0.87319,0,-0.87319,0.00071,0.00844,-0.00844,-0.00703,0,0.00703
1.478,0.00025,0.01141,0.0705,0.08191,0.00019,0.00963,0.06416,0.87318,0,-0.87318,7e-04,0.00841,-0.00841,-0.007,0,0.007
1.479,0.00025,0.01136,0.07034,0.0817,0.00018,0.00959,0.06402,0.87318,0,-0.87318,7e-04,0.00837,-0.00837,-0.00698,0,0.00698
1.48,0.00025,0.01132,0.07019,0.0815,0.00018,0.00955,0.06387,0.87317,0,-0.87317,0.00069,0.00834,-0.00834,-0.00695,0,0.00695
1.481,0.00024,0.01127,0.07003,0.0813,0.00018,0.00951,0.06373,0.87316,0,-0.87316,0.00069,0.00831,-0.00831,-0.00693,0,0.00693
1.482,0.00024,0.01123,0.06987,0.0811,0.00018,0.00948,0.06359,0.87316,0,-0.87316,0.00068,0.00828,-0.00828,-0.00691,0,0.00691
1.483,0.00024,0.01118,0.06972,0.0809,0.00018,0.00944,0.06344,0.87315,0,-0.87315,0.00068,0.00824,-0.00824,-0.00688,0,0.00688
1.484,0.00024,0.01114,0.06956,0.0807,0.00018,0.0094,0.0633,0.87314,0,-0.87314,0.00067,0.00821,-0.00821,-0.00686,0,0.00686
1.485,0.00024,0.0111,0.06941,0.0805,0.00018,0.00937,0.06316,0.87313,0,-0.87313,0.00067,0.00818,-0.00818,-0.00684,0,0.00684
1.486,0.00024,0.01105,0.06925,0.08031,0.00018,0.00933,0.06302,0.87313,0,-0.87313,0.00067,0.00815,-0.00815,-0.00681,0,0.00681
1.487,0.00023,0.01101,0.0691,0.08011,0.00018,0.00929,0.06288,0.87312,0,-0.87312,0.00066,0.00811,-0.00811,-0.00679,0,0.00679
1.488,0.00023,0.01096,0.06895,0.07991,0.00017,0.00926,0.06273,0.87311,0,-0.87311,0.00066,0.00808,-0.00808,-0.00677,0,0.00677
1.489,0.00023,0.01092,0.06879,0.07971,0.00017,0.00922,0.06259,0.87311,0,-0.87311,0.00065,0.00805,-0.00805,-0.00674,0,0.00674
1.49,0.00023,0.01088,0.06864,0.07952,0.00017,0.00918,0.06245,0.8731,0,-0.8731,0.00065,0.00802,-0.00802,-0.00672,0,0.00672
1.491,0.00023,0.01084,0.06849,0.07932,0.00017,0.00915,0.06231,0.87309,0,-0.87309,0.00064,0.00799,-0.00799,-0.0067,0,0.0067
1.492,0.00023,0.01079,0.06833,0.07913,0.00017,0.00911,0.06217,0.87309,0,-0.87309,0.00064,0.00795,-0.00795,-0.00667,0,0.00667
1.493,0.00023,0.01075,0.06818,0.07893,0.00017,0.00907,0.06203,0.87308,0,-0.87308,0.00064,0.00792,-0.00792,-0.00665,0,0.00665
1.494,0.00022,0.01071,0.06803,0.07874,0.00017,0.00904,0.06189,0.87307,0,-0.87307,0.00063,0.00789,-0.00789,-0.00663,0,0.00663
1.495,0.00022,0.01067,0.06788,0.07854,0.00017,0.009,0.06175,0.87307,0,-0.87307,0.00063,0.00786,-0.00786,-0.0066,0,0.0066
1.496,0.00022,0.01062,0.06772,0.07835,0.00017,0.00897,0.06161,0.87306,0,-0.87306,0.00062,0.00783,-0.00783,-0.00658,0,0.00658
1.497,0.00022,0.01058,0.06757,0.07815,0.00016,0.00893,0.06148,0.87305,0,-0.87305,0.00062,0.0078,-0.0078,-0.00656,0,0.00656
1.498,0.00022,0.01054,0.06742,0.07796,0.00016,0.0089,0.06134,0.87305,0,-0.87305,0.00062,0.00777,-0.00777,-0.00654,0,0.00654
1.499,0.00022,0.0105,0.06727,0.07777,0.00016,0.00886,0.0612,0.87304,0,-0.87304,0.00061,0.00774,-0.00774,-0.00651,0,0.00651
1.5,0.00022,0.01046,0.06712,0.07758,0.00016,0.00883,0.06106,0.87303,0,-0.87303,0.00061,0.00771,-0.00771,-0.00649,0,0.00649
1.501,0.00021,0.01042,0.06697,0.07739,0.00016,0.00879,0.06093,0.87303,0,-0.87303,6e-04,0.00768,-0.00768,-0.00647,0,0.00647
1.502,0.00021,0.01037,0.06682,0.0772,0.00016,0.00876,0.06079,0.87302,0,-0.87302,6e-04,0.00765,-0.00765,-0.00645,0,0.00645
1.503,0.00021,0.01033,0.06667,0.07701,0.00016,0.00872,0.06065,0.87302,0,-0.87302,6e-04,0.00761,-0.00761,-0.00642,0,0.00642
1.504,0.00021,0.01029,0.06652,0.07682,0.00016,0.00869,0.06051,0.87301,0,-0.87301,0.00059,0.00758,-0.00758,-0.0064,0,0.0064
1.505,0.00021,0.01025,0.06638,0.07663,0.00016,0.00865,0.06038,0.873,0,-0.873,0.00059,0.00755,-0.00755,-0.00638,0,0.00638
1.506,0.00021,0.01021,0.06623,0.07644,0.00015,0.00862,0.06024,0.873,0,-0.873,0.00058,0.00752,-0.00752,-0.00636,0,0.00636
1.507,0.00021,0.01017,0.06608,0.07625,0.00015,0.00859,0.06011,0.87299,0,-0.87299,0.00058,0.0075,-0.0075,-0.00634,0,0.00634
1.508,2e-04,0.01013,0.06593,0.07606,0.00015,0.00855,0.05997,0.87298,0,-0.87298,0.00058,0.00747,-0.00747,-0.00631,0,0.00631
1.509,2e-04,0.01009,0.06578,0.07588,0.00015,0.00852,0.05984,0.87298,0,-0.87298,0.00057,0.00744,-0.00744,-0.00629,0,0.00629
1.51,2e-04,0.01005,0.06564,0.07569,0.00015,0.00848,0.0597,0.87297,0,-0.87297,0.00057,0.00741,-0.00741,-0.00627,0,0.00627
1.511,2e-04,0.01001,0.06549,0.0755,0.00015,0.00845,0.05957,0.87296,0,-0.87296,0.00057,0.00738,-0.00738,-0.00625,0,0.00625
1.512,2e-04,0.00997,0.06534,0.07532,0.00015,0.00842,0.05943,0.87296,0,-0.87296,0.00056,0.00735,-0.00735,-0.00623,0,0.00623
1.513,2e-04,0.00993,0.0652,0.07513,0.00015,0.00838,0.0593,0.87295,0,-0.87295,0.00056,0.00732,-0.00732,-0.0062,0,0.0062
1.514,2e-04,0.00989,0.06505,0.07494,0.00015,0.00835,0.05916,0.87295,0,-0.87295,0.00055,0.00729,-0.00729,-0.00618,0,0.00618
1.515,0.00019,0.00985,0.06491,0.07476,0.00015,0.00832,0.05903,0.87294,0,-0.87294,0.00055,0.00726,-0.00726,-0.00616,0,0.00616
1.516,0.00019,0.00982,0.06476,0.07458,0.00015,0.00829,0.0589,0.87293,0,-0.87293,0.00055,0.00723,-0.00723,-0.00614,0,0.00614
1.517,0.00019,0.00978,0.06461,0.07439,0.00014,0.00825,0.05877,0.87293,0,-0.87293,0.00054,0.0072,-0.0072,-0.00612,0,0.00612
1.518,0.00019,0.00974,0.06447,0.07421,0.00014,0.00822,0.05863,0.87292,0,-0.87292,0.00054,0.00718,-0.00718,-0.0061,0,0.0061
1.519,0.00019,0.0097,0.06433,0.07403,0.00014,0.00819,0.0585,0.87292,0,-0.87292,0.00054,0.00715,-0.00715,-0.00608,0,0.00608
1.52,0.00019,0.00966,0.06418,0.07384,0.00014,0.00816,0.05837,0.87291,0,-0.87291,0.00053,0.00712,-0.00712,-0.00605,0,0.00605
1.521,0.00019,0.00962,0.06404,0.07366,0.00014,0.00812,0.05824,0.8729,0,-0.8729,0.00053,0.00709,-0.00709,-0.00603,0,0.00603
1.522,0.00019,0.00959,0.06389,0.07348,0.00014,0.00809,0.05811,0.8729,0,-0.8729,0.00053,0.00706,-0.00706,-0.00601,0,0.00601
1.523,0.00018,0.00955,0.06375,0.0733,0.00014,0.00806,0.05797,0.87289,0,-0.87289,0.00052,0.00704,-0.00704,-0.00599,0,0.00599
1.524,0.00018,0.00951,0.06361,0.07312,0.00014,0.00803,0.05784,0.87289,0,-0.87289,0.00052,0.00701,-0.00701,-0.00597,0,0.00597
1.525,0.00018,0.00947,0.06347,0.07294,0.00014,0.008,0.05771,0.87288,0,-0.87288,0.00052,0.00698,-0.00698,-0.00595,0,0.00595
1.526,0.00018,0.00944,0.06332,0.07276,0.00014,0.00796,0.05758,0.87287,0,-0.87287,0.00051,0.00695,-0.00695,-0.00593,0,0.00593
1.527,0.00018,0.0094,0.06318,0.07258,0.00013,0.00793,0.05745,0.87287,0,-0.87287,0.00051,0.00692,-0.00692,-0.00591,0,0.00591
1.528,0.00018,0.00936,0.06304,0.0724,0.00013,0.0079,0.05732,0.87286,0,-0.87286,0.00051,0.0069,-0.0069,-0.00589,0,0.00589
1.529,0.00018,0.00932,0.0629,0.07222,0.00013,0.00787,0.05719,0.87286,0,-0.87286,5e-04,0.00687,-0.00687,-0.00587,0,0.00587
1.53,0.00018,0.00929,0.06276,0.07204,0.00013,0.00784,0.05706,0.87285,0,-0.87285,5e-04,0.00684,-0.00684,-0.00585,0,0.00585
1.531,0.00018,0.00925,0.06262,0.07187,0.00013,0.00781,0.05693,0.87284,0,-0.87284,5e-04,0.00682,-0.00682,-0.00583,0,0.00583
1.532,0.00017,0.00921,0.06247,0.07169,0.00013,0.00778,0.05681,0.87284,0,-0.87284,0.00049,0.00679,-0.00679,-0.0058,0,0.0058
1.533,0.00017,0.00918,0.06233,0.07151,0.00013,0.00775,0.05668,0.87283,0,-0.87283,0.00049,0.00676,-0.00676,-0.00578,0,0.00578
1.534,0.00017,0.00914,0.06219,0.07134,0.00013,0.00772,0.05655,0.87283,0,-0.87283,0.00049,0.00674,-0.00674,-0.00576,0,0.00576
1.535,0.00017,0.00911,0.06205,0.07116,0.00013,0.00769,0.05642,0.87282,0,-0.87282,0.00048,0.00671,-0.00671,-0.00574,0,0.00574
1.536,0.00017,0.00907,0.06192,0.07099,0.00013,0.00766,0.05629,0.87282,0,-0.87282,0.00048,0.00668,-0.00668,-0.00572,0,0.00572
1.537,0.00017,0.00903,0.06178,0.07081,0.00013,0.00763,0.05617,0.87281,0,-0.87281,0.00048,0.00666,-0.00666,-0.0057,0,0.0057
1.538,0.00017,0.009,0.06164,0.07064,0.00013,0.0076,0.05604,0.8728,0,-0.8728,0.00047,0.00663,-0.00663,-0.00568,0,0.00568
1.539,0.00017,0.00896,0.0615,0.07046,0.00012,0.00757,0.05591,0.8728,0,-0.8728,0.00047,0.0066,-0.0066,-0.00566,0,0.00566
1.54,0.00017,0.00893,0.06136,0.07029,0.00012,0.00754,0.05579,0.87279,0,-0.87279,0.00047,0.00658,-0.00658,-0.00564,0,0.00564
1.541,0.00016,0.00889,0.06122,0.07012,0.00012,0.00751,0.05566,0.87279,0,-0.87279,0.00046,0.00655,-0.00655,-0.00562,0,0.00562
1.542,0.00016,0.00886,0.06108,0.06994,0.00012,0.00748,0.05553,0.87278,0,-0.87278,0.00046,0.00653,-0.00653,-0.0056,0,0.0056
1.543,0.00016,0.00882,0.06095,0.06977,0.00012,0.00745,0.05541,0.87278,0,-0.87278,0.00046,0.0065,-0.0065,-0.00558,0,0.00558
1.544,0.00016,0.00879,0.06081,0.0696,0.00012,0.00742,0.05528,0.87277,0,-0.87277,0.00045,0.00647,-0.00647,-0.00556,0,0.00556
1.545,0.00016,0.00875,0.06067,0.06943,0.00012,0.00739,0.05516,0.87276,0,-0.87276,0.00045,0.00645,-0.00645,-0.00555,0,0.00555
1.546,0.00016,0.00872,0.06054,0.06926,0.00012,0.00736,0.05503,0.87276,0,-0.87276,0.00045,0.00642,-0.00642,-0.00553,0,0.00553
1.547,0.00016,0.00868,0.0604,0.06908,0.00012,0.00733,0.05491,0.87275,0,-0.87275,0.00045,0.0064,-0.0064,-0.00551,0,0.00551
1.548,0.00016,0.00865,0.06026,0.06891,0.00012,0.0073,0.05478,0.87275,0,-0.87275,0.00044,0.00637,-0.00637,-0.00549,0,0.00549
1.549,0.00016,0.00862,0.06013,0.06874,0.00012,0.00727,0.05466,0.87274,0,-0.87274,0.00044,0.00635,-0.00635,-0.00547,0,0.00547
1.55,0.00015,0.00858,0.05999,0.06858,0.00012,0.00724,0.05453,0.87274,0,-0.87274,0.00044,0.00632,-0.00632,-0.00545,0,0.00545
1.551,0.00015,0.00855,0.05986,0.06841,0.00012,0.00722,0.05441,0.87273,0,-0.87273,0.00043,0.0063,-0.0063,-0.00543,0,0.00543
1.552,0.00015,0.00851,0.05972,0.06824,0.00011,0.00719,0.05429,0.87273,0,-0.87273,0.00043,0.00627,-0.00627,-0.00541,0,0.00541
1.553,0.00015,0.00848,0.05959,0.06807,0.00011,0.00716,0.05416,0.87272,0,-0.87272,0.00043,0.00625,-0.00625,-0.00539,0,0.00539
