"times","A_flux","B_flux","AB_flux","inert_flux","A_concentration","B_concentration","AB_concentration","AZ_concentration","BZ_concentration","Z_concentration","A_rate","B_rate","AB_rate","AZ_rate","BZ_rate","Z_rate"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,1e-05,1e-05,0,0,0,0,1e-05,0,0,1e-05,0,-1e-05
0.005,0,0,0,0,0.00014,0.00014,0,0,0,0,7e-05,0,0,0.00014,0,-0.00014
0.006,0,0,0,0,7e-04,0.00071,0,0,0,0,0.00035,0,0,7e-04,0,-7e-04
0.007,0,0,0,0,0.00236,0.0024,0,0,0,0,0.00118,0,0,0.00236,0,-0.00236
0.008,0,0,0,0,0.00604,0.00614,0,1e-05,0,-1e-05,0.00302,0,0,0.00604,0,-0.00604
0.009,0,0,0,0,0.01268,0.01292,0,1e-05,0,-1e-05,0.00634,0,0,0.01268,0,-0.01268
0.01,0,0,0,0,0.02309,0.02356,0,3e-05,0,-3e-05,0.01155,0,0,0.02309,0,-0.02309
0.011,0,0,0,0,0.03778,0.03861,0,6e-05,0,-6e-05,0.0189,0,0,0.03779,0,-0.03779
0.012,0,0,0,0,0.05698,0.05832,0,0.00011,0,-0.00011,0.0285,1e-05,-1e-05,0.057,0,-0.057
0.013,0,0,0,0,0.08063,0.08266,0,0.00018,0,-0.00018,0.04034,1e-05,-1e-05,0.08067,0,-0.08067
0.014,1e-05,1e-05,0,1e-05,0.10847,0.11138,0,0.00027,0,-0.00027,0.05429,3e-05,-3e-05,0.10856,0,-0.10856
0.015,4e-05,4e-05,0,4e-05,0.14009,0.14408,0,4e-04,0,-4e-04,0.07016,6e-05,-6e-05,0.14026,0,-0.14026
0.016,8e-05,8e-05,0,8e-05,0.17501,0.18028,0,0.00055,0,-0.00055,0.0877,1e-04,-1e-04,0.1753,0,-0.1753
0.017,0.00017,0.00017,0,0.00017,0.2127,0.21944,1e-05,0.00075,0,-0.00075,0.10667,0.00016,-0.00016,0.21318,0,-0.21318
0.018,0.00032,0.00033,0,0.00033,0.25264,0.26106,1e-05,0.00098,0,-0.00098,0.12682,0.00026,-0.00026,0.25338,0,-0.25338
0.019,0.00058,6e-04,0,6e-04,0.29432,0.3046,2e-05,0.00126,0,-0.00126,0.1479,0.00038,-0.00038,0.29542,0,-0.29542
0.02,0.00099,0.00101,0,0.00101,0.33728,0.3496,3e-05,0.00157,0,-0.00157,0.1697,0.00055,-0.00055,0.33886,0,-0.33886
0.021,0.0016,0.00164,0,0.00164,0.3811,0.39563,4e-05,0.00193,0,-0.00193,0.19203,0.00076,-0.00076,0.38329,0,-0.38329
0.022,0.00248,0.00254,0,0.00254,0.42541,0.4423,6e-05,0.00234,0,-0.00234,0.2147,0.00103,-0.00103,0.42836,0,-0.42836
0.023,0.00368,0.00378,0,0.00378,0.46987,0.48928,8e-05,0.00279,0,-0.00279,0.23757,0.00137,-0.00137,0.47377,0,-0.47377
0.024,0.0053,0.00544,0,0.00544,0.51422,0.53627,1e-04,0.00329,0,-0.00329,0.2605,0.00176,-0.00176,0.51924,0,-0.51924
0.025,0.0074,0.0076,0,0.0076,0.55822,0.58304,0.00014,0.00383,0,-0.00383,0.2834,0.00223,-0.00223,0.56457,0,-0.56457
0.026,0.01006,0.01034,0,0.01034,0.60167,0.62937,0.00018,0.00442,0,-0.00442,0.30617,0.00278,-0.00278,0.60956,0,-0.60956
0.027,0.01335,0.01373,0,0.01373,0.6444,0.67509,0.00022,0.00505,0,-0.00505,0.32874,0.00341,-0.00341,0.65407,0,-0.65407
0.028,0.01735,0.01786,0,0.01786,0.68629,0.72005,0.00028,0.00572,0,-0.00572,0.35105,0.00412,-0.00412,0.69797,0,-0.69797
0.029,0.02211,0.02279,0,0.02279,0.72723,0.76415,0.00034,0.00644,0,-0.00644,0.37305,0.00492,-0.00492,0.74117,0,-0.74117
0.03,0.02771,0.02858,0,0.02858,0.76714,0.80728,0.00041,0.00721,0,-0.00721,0.3947,0.00582,-0.00582,0.78359,0,-0.78359
0.031,0.03417,0.03528,0,0.03529,0.80595,0.84939,5e-04,0.00801,0,-0.00801,0.41599,0.0068,-0.0068,0.82518,0,-0.82518
0.032,0.04156,0.04295,0,0.04295,0.84362,0.89041,0.00059,0.00886,0,-0.00886,0.43688,0.00789,-0.00789,0.86588,0,-0.86588
0.033,0.04989,0.05161,0,0.05162,0.88012,0.93031,7e-04,0.00974,0,-0.00974,0.45737,0.00906,-0.00906,0.90568,0,-0.90568
0.034,0.0592,0.0613,1e-05,0.0613,0.91542,0.96906,0.00081,0.01067,0,-0.01067,0.47745,0.01034,-0.01034,0.94456,0,-0.94456
0.035,0.06949,0.07202,1e-05,0.07203,0.94953,1.00665,0.00094,0.01163,0,-0.01163,0.49711,0.01171,-0.01171,0.98251,0,-0.98251
0.036,0.08076,0.08379,1e-05,0.0838,0.98243,1.04306,0.00109,0.01263,0,-0.01263,0.51635,0.01318,-0.01318,1.01952,0,-1.01952
0.037,0.09302,0.0966,1e-05,0.09661,1.01414,1.07831,0.00124,0.01367,0,-0.01367,0.53517,0.01474,-0.01474,1.0556,0,-1.0556
0.038,0.10625,0.11044,2e-05,0.11046,1.04466,1.1124,0.00141,0.01474,0,-0.01474,0.55358,0.0164,-0.0164,1.09077,0,-1.09077
0.039,0.12043,0.1253,2e-05,0.12533,1.07401,1.14533,0.0016,0.01585,0,-0.01585,0.57159,0.01815,-0.01815,1.12503,0,-1.12503
0.04,0.13553,0.14116,3e-05,0.14119,1.10221,1.17713,0.0018,0.01699,0,-0.01699,0.5892,0.02,-0.02,1.1584,0,-1.1584
0.041,0.15153,0.15797,4e-05,0.15801,1.12929,1.20782,0.00201,0.01817,0,-0.01817,0.60642,0.02194,-0.02194,1.1909,0,-1.1909
0.042,0.16838,0.17572,5e-05,0.17577,1.15527,1.23741,0.00224,0.01937,0,-0.01937,0.62327,0.02397,-0.02397,1.22256,0,-1.22256
0.043,0.18605,0.19435,6e-05,0.19441,1.18017,1.26594,0.00249,0.02061,0,-0.02061,0.63974,0.02609,-0.02609,1.25339,0,-1.25339
0.044,0.2045,0.21383,8e-05,0.21391,1.20403,1.29342,0.00275,0.02188,0,-0.02188,0.65586,0.0283,-0.0283,1.28342,0,-1.28342
0.045,0.22367,0.23411,9e-05,0.2342,1.22687,1.31989,0.00303,0.02318,0,-0.02318,0.67163,0.03059,-0.03059,1.31267,0,-1.31267
0.046,0.24352,0.25513,0.00011,0.25525,1.24873,1.34536,0.00332,0.02451,0,-0.02451,0.68707,0.03297,-0.03297,1.34116,0,-1.34116
0.047,0.26399,0.27686,0.00013,0.27699,1.26963,1.36988,0.00363,0.02586,0,-0.02586,0.70218,0.03543,-0.03543,1.36893,0,-1.36893
0.048,0.28504,0.29924,0.00016,0.2994,1.2896,1.39346,0.00396,0.02724,0,-0.02724,0.71698,0.03796,-0.03796,1.39599,0,-1.39599
0.049,0.30662,0.32221,0.00019,0.3224,1.30867,1.41614,0.0043,0.02865,0,-0.02865,0.73147,0.04058,-0.04058,1.42237,0,-1.42237
0.05,0.32867,0.34573,0.00022,0.34595,1.32687,1.43794,0.00466,0.03009,0,-0.03009,0.74568,0.04326,-0.04326,1.4481,0,-1.4481
0.051,0.35114,0.36974,0.00025,0.36999,1.34423,1.45889,0.00503,0.03155,0,-0.03155,0.75961,0.04603,-0.04603,1.47319,0,-1.47319
0.052,0.37398,0.39419,0.00029,0.39448,1.36078,1.47901,0.00543,0.03303,0,-0.03303,0.77326,0.04886,-0.04886,1.49767,0,-1.49767
0.053,0.39714,0.41903,0.00034,0.41937,1.37654,1.49834,0.00584,0.03454,0,-0.03454,0.78666,0.05176,-0.05176,1.52155,0,-1.52155
0.054,0.42057,0.44421,0.00039,0.4446,1.39155,1.5169,0.00626,0.03608,0,-0.03608,0.7998,0.05472,-0.05472,1.54488,0,-1.54488
0.055,0.44423,0.46967,0.00045,0.47012,1.40582,1.53472,0.00671,0.03763,0,-0.03763,0.8127,0.05776,-0.05776,1.56765,0,-1.56765
0.056,0.46807,0.49539,0.00051,0.49589,1.41939,1.55181,0.00717,0.03921,0,-0.03921,0.82537,0.06085,-0.06085,1.5899,0,-1.5899
0.057,0.49205,0.5213,0.00058,0.52187,1.43228,1.56821,0.00765,0.04081,0,-0.04081,0.83782,0.064,-0.064,1.61164,0,-1.61164
0.058,0.51612,0.54736,0.00065,0.54801,1.44451,1.58393,0.00814,0.04243,0,-0.04243,0.85005,0.06721,-0.06721,1.63289,0,-1.63289
0.059,0.54024,0.57353,0.00073,0.57426,1.4561,1.59901,0.00865,0.04408,0,-0.04408,0.86207,0.07048,-0.07048,1.65366,0,-1.65366
0.06,0.56437,0.59978,0.00082,0.6006,1.46708,1.61346,0.00918,0.04574,0,-0.04574,0.8739,0.0738,-0.0738,1.67399,0,-1.67399
0.061,0.58849,0.62606,0.00091,0.62697,1.47748,1.6273,0.00973,0.04743,0,-0.04743,0.88553,0.07718,-0.07718,1.69388,0,-1.69388
0.062,0.61254,0.65234,0.00101,0.65335,1.4873,1.64055,0.01029,0.04913,0,-0.04913,0.89697,0.0806,-0.0806,1.71334,0,-1.71334
0.063,0.63651,0.67858,0.00113,0.6797,1.49657,1.65324,0.01087,0.05085,0,-0.05085,0.90824,0.08407,-0.08407,1.7324,0,-1.7324
0.064,0.66036,0.70475,0.00124,0.70599,1.50531,1.66538,0.01146,0.05259,0,-0.05259,0.91933,0.08759,-0.08759,1.75106,0,-1.75106
0.065,0.68406,0.73081,0.00137,0.73219,1.51355,1.677,0.01207,0.05435,0,-0.05435,0.93025,0.09115,-0.09115,1.76935,0,-1.76935
0.066,0.70759,0.75675,0.00151,0.75826,1.52128,1.6881,0.0127,0.05613,0,-0.05613,0.94102,0.09476,-0.09476,1.78727,0,-1.78727
0.067,0.73091,0.78253,0.00165,0.78419,1.52854,1.6987,0.01334,0.05793,0,-0.05793,0.95162,0.0984,-0.0984,1.80484,0,-1.80484
0.068,0.75402,0.80813,0.00181,0.80994,1.53534,1.70883,0.014,0.05974,0,-0.05974,0.96208,0.10209,-0.10209,1.82207,0,-1.82207
0.069,0.77687,0.83353,0.00197,0.8355,1.5417,1.7185,0.01468,0.06157,0,-0.06157,0.97239,0.10581,-0.10581,1.83897,0,-1.83897
0.07,0.79947,0.8587,0.00214,0.86084,1.54763,1.72772,0.01537,0.06342,0,-0.06342,0.98256,0.10957,-0.10957,1.85556,0,-1.85556
0.071,0.82177,0.88362,0.00233,0.88595,1.55314,1.73651,0.01608,0.06528,0,-0.06528,0.9926,0.11337,-0.11337,1.87183,0,-1.87183
0.072,0.84378,0.90827,0.00252,0.9108,1.55825,1.74488,0.0168,0.06716,0,-0.06716,1.0025,0.11719,-0.11719,1.88781,0,-1.88781
0.073,0.86548,0.93265,0.00273,0.93537,1.56298,1.75285,0.01754,0.06906,0,-0.06906,1.01228,0.12105,-0.12105,1.9035,0,-1.9035
0.074,0.88684,0.95672,0.00294,0.95967,1.56733,1.76042,0.01829,0.07097,0,-0.07097,1.02192,0.12494,-0.12494,1.91891,0,-1.91891
0.075,0.90787,0.98048,0.00317,0.98366,1.57133,1.76762,0.01906,0.0729,0,-0.0729,1.03145,0.12885,-0.12885,1.93405,0,-1.93405
0.076,0.92854,1.00392,0.00341,1.00733,1.57497,1.77445,0.01985,0.07484,0,-0.07484,1.04086,0.1328,-0.1328,1.94893,0,-1.94893
0.077,0.94885,1.02702,0.00366,1.03068,1.57828,1.78093,0.02065,0.0768,0,-0.0768,1.05016,0.13677,-0.13677,1.96356,0,-1.96356
0.078,0.96879,1.04978,0.00392,1.0537,1.58126,1.78706,0.02146,0.07877,0,-0.07877,1.05935,0.14076,-0.14076,1.97793,0,-1.97793
0.079,0.98835,1.07217,0.0042,1.07637,1.58392,1.79286,0.02229,0.08075,0,-0.08075,1.06842,0.14478,-0.14478,1.99207,0,-1.99207
0.08,1.00752,1.09421,0.00448,1.09869,1.58628,1.79834,0.02313,0.08275,0,-0.08275,1.0774,0.14881,-0.14881,2.00598,0,-2.00598
0.081,1.0263,1.11587,0.00478,1.12065,1.58835,1.80351,0.02399,0.08476,0,-0.08476,1.08626,0.15287,-0.15287,2.01966,0,-2.01966
0.082,1.04468,1.13715,0.00509,1.14224,1.59013,1.80838,0.02486,0.08679,0,-0.08679,1.09503,0.15695,-0.15695,2.03312,0,-2.03312
0.083,1.06267,1.15805,0.00541,1.16347,1.59164,1.81295,0.02575,0.08883,0,-0.08883,1.1037,0.16104,-0.16104,2.04636,0,-2.04636
0.084,1.08025,1.17857,0.00575,1.18431,1.59287,1.81724,0.02665,0.09088,0,-0.09088,1.11228,0.16515,-0.16515,2.0594,0,-2.0594
0.085,1.09742,1.19869,0.00609,1.20478,1.59385,1.82125,0.02756,0.09295,0,-0.09295,1.12075,0.16928,-0.16928,2.07223,0,-2.07223
0.086,1.11419,1.21842,0.00645,1.22487,1.59458,1.82499,0.02849,0.09503,0,-0.09503,1.12914,0.17342,-0.17342,2.08486,0,-2.08486
0.087,1.13055,1.23775,0.00683,1.24457,1.59507,1.82848,0.02943,0.09712,0,-0.09712,1.13744,0.17758,-0.17758,2.0973,0,-2.0973
0.088,1.14649,1.25668,0.00722,1.26389,1.59532,1.83171,0.03038,0.09922,0,-0.09922,1.14565,0.18174,-0.18174,2.10955,0,-2.10955
0.089,1.16203,1.27521,0.00762,1.28282,1.59534,1.83471,0.03135,0.10134,0,-0.10134,1.15377,0.18592,-0.18592,2.12161,0,-2.12161
0.09,1.17716,1.29334,0.00803,1.30137,1.59514,1.83746,0.03232,0.10346,0,-0.10346,1.1618,0.19011,-0.19011,2.13349,0,-2.13349
0.091,1.19188,1.31107,0.00846,1.31953,1.59473,1.83998,0.03332,0.1056,0,-0.1056,1.16975,0.19431,-0.19431,2.1452,0,-2.1452
0.092,1.20619,1.32841,0.0089,1.3373,1.59412,1.84229,0.03432,0.10775,0,-0.10775,1.17762,0.19851,-0.19851,2.15673,0,-2.15673
0.093,1.2201,1.34534,0.00935,1.35469,1.5933,1.84437,0.03534,0.10992,0,-0.10992,1.18541,0.20273,-0.20273,2.16809,0,-2.16809
0.094,1.23361,1.36188,0.00982,1.3717,1.59229,1.84625,0.03637,0.11209,0,-0.11209,1.19311,0.20695,-0.20695,2.17928,0,-2.17928
0.095,1.24672,1.37802,0.0103,1.38832,1.59109,1.84792,0.03741,0.11428,0,-0.11428,1.20074,0.21117,-0.21117,2.19031,0,-2.19031
0.096,1.25943,1.39377,0.01079,1.40456,1.5897,1.84939,0.03846,0.11647,0,-0.11647,1.20829,0.2154,-0.2154,2.20118,0,-2.20118
0.097,1.27175,1.40913,0.0113,1.42043,1.58814,1.85067,0.03952,0.11868,0,-0.11868,1.21576,0.21963,-0.21963,2.21189,0,-2.21189
0.098,1.28368,1.4241,0.01182,1.43592,1.58641,1.85176,0.0406,0.12089,0,-0.12089,1.22315,0.22387,-0.22387,2.22244,0,-2.22244
0.099,1.29522,1.43869,0.01235,1.45104,1.58451,1.85267,0.04169,0.12312,0,-0.12312,1.23047,0.22811,-0.22811,2.23284,0,-2.23284
0.1,1.30638,1.4529,0.0129,1.4658,1.58245,1.85341,0.04279,0.12536,0,-0.12536,1.23772,0.23234,-0.23234,2.24309,0,-2.24309
0.101,1.31717,1.46673,0.01346,1.48019,1.58023,1.85397,0.0439,0.12761,0,-0.12761,1.24488,0.23658,-0.23658,2.25319,0,-2.25319
0.102,1.32758,1.48018,0.01404,1.49422,1.57787,1.85437,0.04502,0.12987,0,-0.12987,1.25198,0.24082,-0.24082,2.26314,0,-2.26314
0.103,1.33762,1.49326,0.01463,1.50789,1.57535,1.8546,0.04615,0.13213,0,-0.13213,1.259,0.24506,-0.24506,2.27294,0,-2.27294
0.104,1.34729,1.50598,0.01523,1.52121,1.57269,1.85467,0.04729,0.13441,0,-0.13441,1.26595,0.24929,-0.24929,2.28261,0,-2.28261
0.105,1.35661,1.51834,0.01585,1.53419,1.56989,1.8546,0.04844,0.1367,0,-0.1367,1.27283,0.25352,-0.25352,2.29213,0,-2.29213
0.106,1.36557,1.53034,0.01648,1.54681,1.56696,1.85437,0.0496,0.139,0,-0.139,1.27963,0.25775,-0.25775,2.30151,0,-2.30151
0.107,1.37419,1.54198,0.01712,1.5591,1.5639,1.854,0.05077,0.1413,0,-0.1413,1.28637,0.26197,-0.26197,2.31076,0,-2.31076
0.108,1.38245,1.55328,0.01778,1.57106,1.56071,1.85348,0.05196,0.14362,0,-0.14362,1.29303,0.26619,-0.26619,2.31987,0,-2.31987
0.109,1.39038,1.56423,0.01845,1.58268,1.5574,1.85283,0.05315,0.14594,0,-0.14594,1.29962,0.27041,-0.27041,2.32884,0,-2.32884
0.11,1.39798,1.57485,0.01913,1.59398,1.55397,1.85205,0.05435,0.14828,0,-0.14828,1.30615,0.27461,-0.27461,2.33768,0,-2.33768
0.111,1.40525,1.58513,0.01983,1.60496,1.55042,1.85113,0.05556,0.15062,0,-0.15062,1.3126,0.27881,-0.27881,2.34638,0,-2.34638
0.112,1.41219,1.59508,0.02054,1.61562,1.54676,1.85009,0.05678,0.15297,0,-0.15297,1.31898,0.28301,-0.28301,2.35496,0,-2.35496
0.113,1.41881,1.60471,0.02127,1.62597,1.543,1.84892,0.05801,0.15533,0,-0.15533,1.32529,0.28719,-0.28719,2.3634,0,-2.3634
0.114,1.42512,1.61401,0.022,1.63602,1.53913,1.84764,0.05924,0.1577,0,-0.1577,1.33154,0.29136,-0.29136,2.37171,0,-2.37171
0.115,1.43113,1.62301,0.02275,1.64576,1.53515,1.84624,0.06049,0.16007,0,-0.16007,1.33771,0.29553,-0.29553,2.3799,0,-2.3799
0.116,1.43683,1.63169,0.02352,1.65521,1.53108,1.84473,0.06174,0.16245,0,-0.16245,1.34382,0.29969,-0.29969,2.38795,0,-2.38795
0.117,1.44224,1.64007,0.02429,1.66436,1.52691,1.8431,0.06301,0.16485,0,-0.16485,1.34985,0.30383,-0.30383,2.39588,0,-2.39588
0.118,1.44735,1.64815,0.02508,1.67323,1.52265,1.84137,0.06428,0.16725,0,-0.16725,1.35582,0.30796,-0.30796,2.40368,0,-2.40368
0.119,1.45218,1.65593,0.02589,1.68182,1.5183,1.83954,0.06556,0.16965,0,-0.16965,1.36172,0.31209,-0.31209,2.41136,0,-2.41136
0.12,1.45672,1.66343,0.0267,1.69013,1.51386,1.8376,0.06684,0.17207,0,-0.17207,1.36755,0.31619,-0.31619,2.4189,0,-2.4189
0.121,1.46099,1.67064,0.02753,1.69817,1.50933,1.83556,0.06814,0.17449,0,-0.17449,1.37331,0.32029,-0.32029,2.42633,0,-2.42633
0.122,1.46499,1.67758,0.02837,1.70594,1.50473,1.83343,0.06944,0.17692,0,-0.17692,1.379,0.32437,-0.32437,2.43363,0,-2.43363
0.123,1.46873,1.68423,0.02922,1.71345,1.50004,1.83121,0.07075,0.17936,0,-0.17936,1.38463,0.32844,-0.32844,2.44081,0,-2.44081
0.124,1.4722,1.69062,0.03009,1.72071,1.49528,1.82889,0.07206,0.1818,0,-0.1818,1.39018,0.3325,-0.3325,2.44786,0,-2.44786
0.125,1.47542,1.69675,0.03096,1.72771,1.49044,1.82649,0.07339,0.18425,0,-0.18425,1.39566,0.33654,-0.33654,2.45479,0,-2.45479
0.126,1.47839,1.70261,0.03185,1.73446,1.48553,1.824,0.07472,0.18671,0,-0.18671,1.40108,0.34056,-0.34056,2.4616,0,-2.4616
0.127,1.48111,1.70822,0.03275,1.74097,1.48055,1.82142,0.07605,0.18918,0,-0.18918,1.40643,0.34457,-0.34457,2.46828,0,-2.46828
0.128,1.48359,1.71358,0.03367,1.74724,1.47551,1.81876,0.0774,0.19165,0,-0.19165,1.4117,0.34857,-0.34857,2.47484,0,-2.47484
0.129,1.48584,1.71869,0.03459,1.75328,1.4704,1.81603,0.07874,0.19413,0,-0.19413,1.41691,0.35254,-0.35254,2.48128,0,-2.48128
0.13,1.48786,1.72356,0.03553,1.75909,1.46522,1.81322,0.0801,0.19661,0,-0.19661,1.42205,0.3565,-0.3565,2.4876,0,-2.4876
0.131,1.48965,1.7282,0.03648,1.76468,1.45998,1.81033,0.08146,0.1991,0,-0.1991,1.42712,0.36044,-0.36044,2.4938,0,-2.4938
0.132,1.49122,1.7326,0.03744,1.77004,1.45469,1.80737,0.08283,0.2016,0,-0.2016,1.43212,0.36436,-0.36436,2.49987,0,-2.49987
0.133,1.49257,1.73678,0.03841,1.77519,1.44934,1.80433,0.0842,0.2041,0,-0.2041,1.43705,0.36827,-0.36827,2.50582,0,-2.50582
0.134,1.49372,1.74074,0.03939,1.78013,1.44393,1.80123,0.08558,0.20661,0,-0.20661,1.44191,0.37216,-0.37216,2.51166,0,-2.51166
0.135,1.49465,1.74447,0.04038,1.78486,1.43847,1.79807,0.08696,0.20913,0,-0.20913,1.44669,0.37602,-0.37602,2.51737,0,-2.51737
0.136,1.49539,1.748,0.04139,1.78938,1.43296,1.79483,0.08835,0.21165,0,-0.21165,1.45141,0.37987,-0.37987,2.52296,0,-2.52296
0.137,1.49592,1.75131,0.0424,1.79371,1.4274,1.79153,0.08975,0.21417,0,-0.21417,1.45606,0.3837,-0.3837,2.52843,0,-2.52843
0.138,1.49626,1.75442,0.04343,1.79785,1.42179,1.78818,0.09115,0.2167,0,-0.2167,1.46064,0.3875,-0.3875,2.53377,0,-2.53377
0.139,1.49641,1.75732,0.04446,1.80179,1.41613,1.78476,0.09255,0.21924,0,-0.21924,1.46514,0.39129,-0.39129,2.539,0,-2.539
0.14,1.49638,1.76003,0.04551,1.80555,1.41043,1.78128,0.09396,0.22178,0,-0.22178,1.46958,0.39505,-0.39505,2.5441,0,-2.5441
0.141,1.49616,1.76255,0.04657,1.80912,1.40469,1.77775,0.09537,0.22433,0,-0.22433,1.47394,0.3988,-0.3988,2.54909,0,-2.54909
0.142,1.49577,1.76488,0.04764,1.81252,1.39891,1.77416,0.09679,0.22688,0,-0.22688,1.47823,0.40252,-0.40252,2.55395,0,-2.55395
0.143,1.4952,1.76702,0.04871,1.81574,1.39309,1.77051,0.09821,0.22944,0,-0.22944,1.48245,0.40622,-0.40622,2.55869,0,-2.55869
0.144,1.49447,1.76898,0.0498,1.81879,1.38723,1.76682,0.09964,0.232,0,-0.232,1.4866,0.4099,-0.4099,2.56331,0,-2.56331
0.145,1.49357,1.77077,0.0509,1.82167,1.38133,1.76307,0.10107,0.23456,0,-0.23456,1.49068,0.41355,-0.41355,2.56781,0,-2.56781
0.146,1.49251,1.77238,0.05201,1.82438,1.3754,1.75928,0.1025,0.23713,0,-0.23713,1.49468,0.41718,-0.41718,2.57218,0,-2.57218
0.147,1.49129,1.77382,0.05312,1.82694,1.36943,1.75544,0.10394,0.23971,0,-0.23971,1.49861,0.42079,-0.42079,2.57644,0,-2.57644
0.148,1.48991,1.77509,0.05425,1.82934,1.36344,1.75155,0.10538,0.24228,0,-0.24228,1.50247,0.42437,-0.42437,2.58057,0,-2.58057
0.149,1.48839,1.7762,0.05539,1.83159,1.35741,1.74762,0.10682,0.24487,0,-0.24487,1.50626,0.42793,-0.42793,2.58458,0,-2.58458
0.15,1.48672,1.77716,0.05653,1.83369,1.35136,1.74364,0.10827,0.24745,0,-0.24745,1.50997,0.43147,-0.43147,2.58847,0,-2.58847
0.151,1.48491,1.77795,0.05768,1.83564,1.34527,1.73962,0.10972,0.25004,0,-0.25004,1.51361,0.43498,-0.43498,2.59224,0,-2.59224
0.152,1.48295,1.7786,0.05885,1.83744,1.33916,1.73557,0.11117,0.25264,0,-0.25264,1.51718,0.43847,-0.43847,2.59588,0,-2.59588
0.153,1.48086,1.77909,0.06002,1.83911,1.33303,1.73147,0.11263,0.25524,0,-0.25524,1.52067,0.44193,-0.44193,2.5994,0,-2.5994
0.154,1.47864,1.77944,0.0612,1.84064,1.32687,1.72733,0.11409,0.25784,0,-0.25784,1.52409,0.44537,-0.44537,2.6028,0,-2.6028
0.155,1.47629,1.77965,0.06238,1.84204,1.32069,1.72315,0.11555,0.26044,0,-0.26044,1.52743,0.44878,-0.44878,2.60608,0,-2.60608
0.156,1.47381,1.77972,0.06358,1.8433,1.31448,1.71894,0.11701,0.26305,0,-0.26305,1.5307,0.45217,-0.45217,2.60923,0,-2.60923
0.157,1.47121,1.77965,0.06479,1.84444,1.30826,1.7147,0.11848,0.26566,0,-0.26566,1.5339,0.45553,-0.45553,2.61226,0,-2.61226
0.158,1.46849,1.77945,0.066,1.84545,1.30202,1.71042,0.11994,0.26827,0,-0.26827,1.53702,0.45886,-0.45886,2.61517,0,-2.61517
0.159,1.46565,1.77912,0.06722,1.84634,1.29576,1.70611,0.12141,0.27089,0,-0.27089,1.54006,0.46217,-0.46217,2.61796,0,-2.61796
0.16,1.46269,1.77866,0.06845,1.84711,1.28948,1.70176,0.12288,0.27351,0,-0.27351,1.54303,0.46545,-0.46545,2.62062,0,-2.62062
0.161,1.45963,1.77808,0.06968,1.84776,1.28319,1.69739,0.12436,0.27613,0,-0.27613,1.54593,0.4687,-0.4687,2.62316,0,-2.62316
0.162,1.45645,1.77738,0.07092,1.8483,1.27688,1.69298,0.12583,0.27876,0,-0.27876,1.54875,0.47193,-0.47193,2.62557,0,-2.62557
0.163,1.45318,1.77655,0.07217,1.84873,1.27056,1.68855,0.12731,0.28138,0,-0.28138,1.5515,0.47513,-0.47513,2.62787,0,-2.62787
0.164,1.44979,1.77562,0.07343,1.84905,1.26422,1.68409,0.12878,0.28401,0,-0.28401,1.55417,0.4783,-0.4783,2.63003,0,-2.63003
0.165,1.44631,1.77456,0.0747,1.84926,1.25788,1.6796,0.13026,0.28664,0,-0.28664,1.55676,0.48145,-0.48145,2.63208,0,-2.63208
0.166,1.44273,1.7734,0.07597,1.84937,1.25152,1.67509,0.13174,0.28928,0,-0.28928,1.55928,0.48456,-0.48456,2.634,0,-2.634
0.167,1.43906,1.77213,0.07725,1.84938,1.24515,1.67055,0.13322,0.29191,0,-0.29191,1.56172,0.48765,-0.48765,2.6358,0,-2.6358
0.168,1.43529,1.77076,0.07853,1.84929,1.23878,1.66599,0.1347,0.29455,0,-0.29455,1.56409,0.49071,-0.49071,2.63747,0,-2.63747
0.169,1.43144,1.76928,0.07982,1.8491,1.23239,1.6614,0.13618,0.29719,0,-0.29719,1.56638,0.49374,-0.49374,2.63902,0,-2.63902
0.17,1.4275,1.7677,0.08112,1.84881,1.226,1.65679,0.13766,0.29983,0,-0.29983,1.5686,0.49675,-0.49675,2.64045,0,-2.64045
0.171,1.42347,1.76602,0.08242,1.84844,1.21961,1.65217,0.13915,0.30247,0,-0.30247,1.57074,0.49972,-0.49972,2.64175,0,-2.64175
0.172,1.41936,1.76425,0.08373,1.84798,1.2132,1.64752,0.14063,0.30511,0,-0.30511,1.5728,0.50267,-0.50267,2.64293,0,-2.64293
0.173,1.41517,1.76238,0.08505,1.84742,1.2068,1.64285,0.14211,0.30775,0,-0.30775,1.57478,0.50559,-0.50559,2.64398,0,-2.64398
0.174,1.4109,1.76042,0.08637,1.84679,1.20039,1.63816,0.14359,0.3104,0,-0.3104,1.57669,0.50848,-0.50848,2.64491,0,-2.64491
0.175,1.40656,1.75837,0.08769,1.84607,1.19398,1.63345,0.14507,0.31304,0,-0.31304,1.57853,0.51134,-0.51134,2.64572,0,-2.64572
0.176,1.40214,1.75624,0.08902,1.84526,1.18756,1.62873,0.14656,0.31569,0,-0.31569,1.58028,0.51417,-0.51417,2.6464,0,-2.6464
